"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","24","0","0","0"
"2","120","0","0","48"
"3","419","0","0","144"
"4","1153","139","139","246"
"5","2932","324","324","464"
"6","6627","534","534","824"
"7","13407","799","799","1248"
"8","25785","1027","1145","2048"
"9","46296","1277","1539","3090"
"10","80699","1530","1961","4618"
"11","120489","1752","2390","7323"
"12","163555","1973","2901","10633"
"13","216001","2228","3468","23075"
"14","276580","2344","3917","30545"
"15","341036","2407","4335","51527"
"16","401658","2431","4764","57650"
"17","464595","2450","5227","69057"
"18","532164","2463","5598","79232"
"19","615175","2473","5972","102227"
"20","701904","2487","6326","141287"
"21","782580","2490","6696","162952"
"22","866097","2498","7031","182928"
"23","949544","2505","7368","204463"
"24","1042821","2512","7665","262011"
"25","1141639","2515","7978","327635"
"26","1234408","2517","8253","368449"
"27","1315021","2521","8549","392661"
"28","1392223","2525","8802","423579"
"29","1480893","2527","9110","456831"
"30","1571192","2529","9367","513527"
"31","1665091","2530","9623","592924"
"32","1765180","2532","9863","747402"
"33","1860124","2532","10113","799185"
"34","1940610","2533","10361","833941"
"35","2015083","2534","10611","871235"
"36","2085801","2535","10824","907021"
"37","2153692","2537","11063","932916"
"38","2220854","2537","11296","955838"
"39","2293351","2537","11510","980054"
"40","2358528","2537","11708","996242"
"41","2421850","2538","11926","1010511"
"42","2484644","2538","12144","1026105"
"43","2544585","2539","12357","1040436"
"44","2603421","2540","12547","1053957"
"45","2658364","2540","12757","1066960"
"46","2713958","2542","12964","1079587"
"47","2772359","2542","13166","1104907"
"48","2829756","2543","13343","1127496"
"49","2880600","2543","13543","1142450"
"50","2932272","2544","13723","1157178"
"51","2979082","2544","13890","1168701"
"52","3025730","2544","14060","1182472"
"53","3071097","2544","14256","1193913"
"54","3118106","2544","14436","1203877"
"55","3165990","2544","14600","1220472"
"56","3215981","2544","14765","1230169"
"57","3264940","2544","14928","1243213"
"58","3315659","2544","15117","1261767"
"59","3368558","2544","15275","1276111"
"60","3417298","2544","15438","1290927"
"61","3465410","2544","15592","1304746"
"62","3512019","2544","15745","1314728"
"63","3553865","2544","15873","1327362"
"64","3597979","2544","16010","1352476"
"65","3638245","2544","16171","1368231"
"66","3675256","2544","16327","1391018"
"67","3710940","2544","16474","1406186"
"68","3747347","2545","16613","1414146"
"69","3784255","2545","16767","1430554"
"70","3814277","2545","16917","1444133"
"71","3845742","2545","17032","1459933"
"72","3882157","2545","17152","1502760"
"73","3920453","2545","17272","1578256"
"74","3959764","2545","17407","1654062"
"75","3993766","2545","17535","1725388"
"76","4022706","2545","17647","1795492"
"77","4051366","2545","17780","1865094"
"78","4074782","2545","17904","1937572"
"79","4097719","2545","18033","1974205"
"80","4118994","2545","18135","2001166"
"81","4137621","2545","18253","2009933"
"82","4156187","2545","18370","2044904"
"83","4171703","2545","18497","2051592"
"84","4185522","2545","18601","2061429"
"85","4198545","2545","18720","2065827"
"86","4209568","2545","18816","2070445"
"87","4221576","2545","18934","2074316"
"88","4232877","2545","19026","2077346"
"89","4242871","2545","19130","2079524"
"90","4252313","2545","19234","2081193"
"91","4260873","2545","19354","2083202"
"92","4269190","2545","19440","2085069"
"93","4278667","2545","19536","2087368"
"94","4287215","2545","19618","2089535"
"95","4296372","2545","19710","2092234"
"96","4304877","2545","19787","2094299"
"97","4312260","2545","19865","2096162"
"98","4319853","2545","19954","2097819"
"99","4326290","2545","20026","2099702"
"100","4333342","2545","20096","2100674"
