"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","24","0","0","0"
"2","123","0","0","48"
"3","420","0","0","144"
"4","1161","139","139","246"
"5","2926","324","324","464"
"6","6684","534","534","827"
"7","13473","799","799","1255"
"8","25790","1027","1145","2048"
"9","46421","1278","1538","3038"
"10","80737","1531","1961","4679"
"11","120653","1753","2390","7148"
"12","163236","1978","2906","10546"
"13","214360","2228","3468","18840"
"14","273900","2344","3916","32210"
"15","335861","2406","4333","38117"
"16","398161","2430","4756","45890"
"17","462065","2452","5205","57391"
"18","530792","2462","5585","70503"
"19","601875","2473","5946","86358"
"20","676232","2487","6312","108646"
"21","752709","2494","6657","137814"
"22","838484","2500","6990","189434"
"23","921243","2510","7311","211994"
"24","999305","2516","7639","241420"
"25","1085838","2521","7940","268497"
"26","1174411","2524","8241","300899"
"27","1272044","2526","8502","334146"
"28","1365702","2529","8776","370220"
"29","1454931","2530","9045","397332"
"30","1534063","2532","9318","420755"
"31","1611734","2534","9584","442442"
"32","1702523","2534","9821","482177"
"33","1799952","2537","10049","595139"
"34","1907035","2539","10283","1042104"
"35","2003829","2539","10524","1222798"
"36","2092750","2539","10756","1349561"
"37","2173336","2539","10970","1422713"
"38","2248625","2539","11194","1523193"
"39","2323708","2539","11425","1605602"
"40","2390196","2540","11637","1637291"
"41","2451884","2540","11822","1655928"
"42","2515456","2540","12048","1683001"
"43","2578877","2540","12263","1705485"
"44","2642434","2540","12472","1726559"
"45","2704963","2540","12675","1751316"
"46","2767925","2540","12873","1775726"
"47","2826440","2542","13072","1806967"
"48","2882346","2543","13280","1829966"
"49","2942191","2543","13470","1892503"
"50","2999223","2544","13648","1923453"
"51","3056432","2545","13831","2005419"
"52","3113488","2545","14016","2027325"
"53","3164744","2545","14203","2056538"
"54","3212985","2545","14370","2076743"
"55","3257380","2545","14532","2102054"
"56","3297614","2546","14718","2113567"
"57","3338700","2546","14872","2126858"
"58","3382014","2546","15064","2142811"
"59","3427973","2546","15217","2160380"
"60","3472229","2546","15391","2188788"
"61","3518587","2546","15530","2209510"
"62","3566996","2546","15707","2241770"
"63","3612919","2546","15838","2263303"
"64","3657400","2546","15988","2288718"
"65","3700722","2546","16127","2307864"
"66","3740657","2546","16293","2320993"
"67","3780333","2546","16431","2337143"
"68","3818726","2546","16577","2345327"
"69","3858194","2546","16699","2359161"
"70","3894325","2546","16856","2369599"
"71","3930525","2546","16980","2379255"
"72","3964683","2546","17101","2388560"
"73","4001783","2546","17218","2401321"
"74","4034605","2546","17349","2409694"
"75","4063688","2546","17462","2418017"
"76","4091622","2546","17595","2428704"
"77","4115426","2546","17723","2435591"
"78","4139262","2546","17835","2442844"
"79","4165855","2546","17942","2453075"
"80","4191929","2546","18077","2477525"
"81","4217670","2546","18185","2503204"
"82","4243174","2546","18290","2542120"
"83","4270288","2546","18399","2580454"
"84","4294615","2546","18509","2648665"
"85","4325631","2547","18615","2782684"
"86","4357452","2547","18716","3047096"
"87","4385345","2547","18821","3114579"
"88","4411710","2547","18928","3247639"
"89","4433245","2547","19028","3265896"
"90","4451096","2547","19121","3284197"
"91","4468904","2547","19216","3293829"
"92","4485083","2547","19314","3311834"
"93","4501632","2547","19407","3329501"
"94","4517867","2547","19491","3363334"
"95","4533293","2547","19579","3372763"
"96","4548748","2547","19675","3390368"
"97","4561606","2547","19754","3394180"
"98","4574285","2547","19824","3399677"
"99","4585350","2547","19890","3402797"
"100","4596291","2547","19971","3406197"
