"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","33","0","0","0"
"2","142","0","0","48"
"3","444","0","0","144"
"4","1207","139","139","246"
"5","2995","324","324","464"
"6","6728","534","534","824"
"7","13528","799","799","1253"
"8","25843","1027","1145","2039"
"9","46406","1278","1539","3026"
"10","80366","1532","1964","4616"
"11","119817","1753","2393","7282"
"12","161829","1975","2908","10624"
"13","214480","2226","3472","19683"
"14","273552","2341","3921","27656"
"15","338408","2402","4331","65667"
"16","400904","2427","4755","73431"
"17","468305","2446","5224","90207"
"18","539741","2462","5616","103029"
"19","625712","2469","5958","141084"
"20","713904","2486","6317","174942"
"21","805913","2494","6683","231012"
"22","903232","2500","7025","282649"
"23","994317","2508","7317","323325"
"24","1090711","2512","7633","425352"
"25","1184642","2518","7971","541473"
"26","1283383","2520","8251","631170"
"27","1380274","2523","8534","716936"
"28","1468018","2523","8795","772963"
"29","1554459","2525","9056","863809"
"30","1637443","2529","9320","1015064"
"31","1715471","2532","9585","1175770"
"32","1794945","2533","9808","1228579"
"33","1882636","2537","10068","1328055"
"34","1973292","2537","10299","1432410"
"35","2067421","2537","10552","1516588"
"36","2155768","2538","10774","1688942"
"37","2233191","2539","11032","1780437"
"38","2306831","2540","11229","1819347"
"39","2379601","2541","11465","1863753"
"40","2455898","2542","11687","1891996"
"41","2532724","2542","11903","1927502"
"42","2605974","2543","12090","1959384"
"43","2677317","2543","12304","2016709"
"44","2742519","2543","12537","2051189"
"45","2798563","2543","12728","2072808"
"46","2856377","2543","12918","2097350"
"47","2914177","2543","13111","2127659"
"48","2978323","2544","13301","2159557"
"49","3039199","2544","13488","2192471"
"50","3103910","2545","13671","2224255"
"51","3165670","2545","13865","2252899"
"52","3228775","2545","14062","2303941"
"53","3288601","2545","14214","2336524"
"54","3354498","2545","14373","2397979"
"55","3410794","2545","14562","2443052"
"56","3465346","2545","14768","2473584"
"57","3516234","2545","14910","2503556"
"58","3571612","2545","15062","2527975"
"59","3622399","2545","15219","2553546"
"60","3675166","2545","15404","2574829"
"61","3722758","2545","15556","2594103"
"62","3767767","2545","15718","2608319"
"63","3815010","2545","15865","2626135"
"64","3857241","2545","16028","2638491"
"65","3898662","2545","16185","2656441"
"66","3936921","2545","16318","2672705"
"67","3970678","2545","16446","2683864"
"68","4004126","2545","16594","2691093"
"69","4037363","2545","16746","2697495"
"70","4071845","2545","16879","2704338"
"71","4109197","2545","16993","2712018"
"72","4146981","2545","17143","2720684"
"73","4184168","2545","17267","2728719"
"74","4218565","2545","17400","2736458"
"75","4252091","2545","17519","2744082"
"76","4285236","2545","17637","2749759"
"77","4315231","2545","17753","2754905"
"78","4345580","2545","17871","2760682"
"79","4372941","2545","17979","2765921"
"80","4398140","2545","18083","2771419"
"81","4422803","2545","18198","2776781"
"82","4443682","2545","18322","2781785"
"83","4464153","2545","18426","2786815"
"84","4481686","2545","18521","2790121"
"85","4498900","2545","18626","2794048"
"86","4515493","2545","18724","2797351"
"87","4532555","2545","18826","2802123"
"88","4548608","2545","18911","2805611"
"89","4565984","2545","19005","2810330"
"90","4582263","2545","19096","2814577"
"91","4597854","2545","19177","2819950"
"92","4611491","2545","19261","2823279"
"93","4624043","2545","19357","2827026"
"94","4635864","2545","19448","2830718"
"95","4646873","2545","19534","2833799"
"96","4656084","2545","19599","2836091"
"97","4665539","2545","19681","2838258"
"98","4673882","2545","19760","2840395"
"99","4682458","2545","19844","2842586"
"100","4690323","2545","19911","2844310"
