"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","25","0","0","0"
"2","124","0","0","48"
"3","421","0","0","144"
"4","1158","139","139","246"
"5","2918","324","324","464"
"6","6633","535","535","831"
"7","13414","800","800","1256"
"8","25660","1028","1147","2064"
"9","46165","1277","1538","3028"
"10","80475","1530","1962","4585"
"11","120594","1751","2389","7609"
"12","164515","1971","2898","10861"
"13","217921","2224","3462","31367"
"14","280829","2340","3905","42400"
"15","345719","2409","4321","49949"
"16","413225","2431","4751","56950"
"17","482775","2446","5214","67431"
"18","562370","2465","5592","78445"
"19","641737","2471","5961","92746"
"20","720468","2482","6308","108951"
"21","797552","2490","6673","129107"
"22","876099","2497","6986","146047"
"23","954289","2504","7318","168885"
"24","1032522","2511","7623","195203"
"25","1118710","2515","7931","228691"
"26","1220616","2517","8210","281775"
"27","1324509","2518","8520","333189"
"28","1419227","2521","8766","377162"
"29","1506477","2523","9049","423207"
"30","1589045","2524","9320","457089"
"31","1669908","2527","9616","479338"
"32","1756030","2527","9846","509403"
"33","1857819","2529","10100","573989"
"34","1963857","2531","10367","675296"
"35","2051761","2532","10641","779783"
"36","2132524","2533","10857","821147"
"37","2205077","2534","11101","854187"
"38","2268657","2534","11338","901007"
"39","2335565","2535","11579","931826"
"40","2400332","2535","11777","951711"
"41","2467448","2535","12012","968309"
"42","2546801","2536","12243","1021237"
"43","2623375","2536","12471","1056034"
"44","2697899","2537","12650","1072616"
"45","2773277","2537","12858","1094365"
"46","2848534","2538","13063","1147726"
"47","2926628","2539","13263","1196507"
"48","3003068","2539","13434","1280546"
"49","3081601","2540","13641","1333858"
"50","3152468","2541","13828","1420555"
"51","3228722","2542","14011","1461969"
"52","3307248","2542","14183","1546092"
"53","3385665","2542","14341","1636337"
"54","3468363","2542","14525","1768664"
"55","3554989","2542","14700","1875276"
"56","3636042","2542","14873","2045005"
"57","3702285","2542","15055","2104375"
"58","3757252","2543","15206","2146813"
"59","3810624","2543","15360","2177762"
"60","3855539","2543","15514","2202905"
"61","3902942","2543","15679","2229693"
"62","3949121","2544","15839","2270993"
"63","3988775","2544","15999","2304204"
"64","4029928","2544","16143","2326910"
"65","4064164","2544","16297","2343419"
"66","4095991","2544","16457","2354122"
"67","4126881","2544","16598","2367324"
"68","4159490","2544","16736","2378599"
"69","4192405","2544","16861","2392590"
"70","4227332","2544","17027","2402641"
"71","4255387","2544","17164","2410264"
"72","4281708","2544","17290","2414732"
"73","4309274","2544","17419","2421417"
"74","4333569","2544","17573","2425889"
"75","4361844","2544","17693","2431068"
"76","4388100","2544","17805","2437341"
"77","4415062","2544","17915","2445449"
"78","4440779","2544","18040","2453568"
"79","4468365","2544","18147","2462266"
"80","4491917","2544","18277","2471795"
"81","4509433","2544","18381","2476896"
"82","4528053","2544","18497","2483952"
"83","4546227","2544","18611","2492778"
"84","4563911","2544","18711","2500156"
"85","4580477","2544","18799","2505864"
"86","4598380","2544","18908","2514057"
"87","4613366","2544","19004","2518130"
"88","4626705","2544","19096","2522324"
"89","4640190","2544","19186","2526891"
"90","4651944","2544","19288","2529579"
"91","4664752","2545","19390","2532962"
"92","4676614","2545","19467","2537175"
"93","4688571","2545","19551","2541750"
"94","4699841","2545","19644","2544825"
"95","4712900","2545","19738","2548081"
"96","4725659","2545","19801","2551262"
"97","4737919","2545","19868","2553900"
"98","4748373","2545","19945","2556383"
"99","4757202","2545","20041","2558127"
"100","4765314","2545","20104","2560004"
