"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","2","0","0","0","0"
"2","10","0","0","3","0"
"3","36","0","0","11","0"
"4","109","7","7","25","0"
"5","304","18","18","49","0"
"6","721","31","31","78","0"
"7","1339","46","46","119","0"
"8","2239","55","58","171","0"
"9","3631","66","76","233","0"
"10","5985","78","92","313","0"
"11","8686","86","106","395","0"
"12","10656","99","125","479","0"
"13","12529","112","145","567","0"
"14","13629","119","158","660","0"
"15","14354","120","163","759","0"
"16","15112","122","179","862","0"
"17","15710","124","193","970","0"
"18","16135","125","199","1081","0"
"19","16518","128","204","1192","0"
"20","16827","128","212","1305","0"
"21","17155","130","218","1419","0"
"22","17354","133","224","1535","0"
"23","17483","134","228","1651","0"
"24","17599","135","232","1767","0"
"25","17663","136","233","1883","0"
"26","17725","136","236","1999","0"
"27","17764","136","237","2115","0"
"28","17803","136","240","2231","0"
"29","17833","137","241","2347","0"
"30","17866","137","243","2463","0"
"31","17895","137","243","2579","0"
"32","17926","137","243","2695","0"
"33","17956","139","245","2811","0"
"34","17988","139","245","2928","0"
"35","18021","139","245","3045","0"
"36","18055","141","249","3162","0"
"37","18085","141","250","3279","0"
"38","18115","142","251","3396","0"
"39","18150","142","252","3513","0"
"40","18185","142","254","3631","0"
"41","18212","142","254","3749","0"
"42","18238","142","255","3867","0"
"43","18263","142","256","3985","0"
"44","18289","143","258","4104","0"
"45","18312","143","259","4223","0"
"46","18334","143","261","4342","0"
"47","18357","143","262","4461","0"
"48","18379","143","262","4580","0"
"49","18400","143","262","4699","0"
"50","18422","143","263","4818","0"
"51","18444","145","265","4937","0"
"52","18468","145","265","5056","0"
"53","18493","145","266","5175","0"
"54","18517","146","268","5294","0"
"55","18557","146","268","5416","0"
"56","18599","146","268","5538","0"
"57","18642","149","272","5660","0"
"58","18652","149","273","5782","0"
"59","18660","149","273","5904","0"
"60","18669","149","273","6026","0"
"61","18678","149","273","6148","0"
"62","18687","149","274","6270","0"
"63","18691","149","276","6392","0"
"64","18695","149","276","6514","0"
"65","18700","151","278","6636","0"
"66","18703","151","278","6758","0"
"67","18708","151","279","6880","0"
"68","18711","151","279","7002","0"
"69","18714","151","279","7124","0"
"70","18718","151","279","7246","0"
"71","18721","151","282","7368","0"
"72","18725","151","282","7490","0"
"73","18728","151","282","7612","0"
"74","18731","151","282","7734","0"
"75","18734","151","283","7856","0"
"76","18738","151","283","7978","0"
"77","18741","151","283","8100","0"
"78","18744","151","283","8222","0"
"79","18747","151","283","8344","0"
"80","18751","152","284","8466","0"
"81","18754","153","285","8588","0"
"82","18757","153","285","8710","0"
"83","18760","153","285","8832","0"
"84","18763","153","285","8954","0"
"85","18766","153","285","9076","0"
"86","18770","154","286","9198","0"
"87","18784","154","286","9320","0"
"88","18786","154","287","9442","0"
"89","18787","155","289","9564","0"
"90","18790","155","289","9687","0"
"91","18792","155","289","9810","0"
"92","18795","155","290","9933","0"
"93","18796","155","290","10056","0"
"94","18798","155","290","10179","0"
"95","18799","155","291","10302","0"
"96","18800","155","291","10425","0"
"97","18801","155","291","10548","0"
"98","18802","155","291","10671","0"
"99","18803","155","292","10794","0"
"100","18803","155","292","10917","0"
