"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","8","0","0","0"
"2","34","0","0","6"
"3","120","0","0","28"
"4","345","22","22","56"
"5","914","64","64","96"
"6","2222","105","105","185"
"7","4709","155","155","374"
"8","8805","202","219","525"
"9","16957","254","297","786"
"10","29998","308","379","1162"
"11","44174","361","460","1544"
"12","57274","407","536","1965"
"13","71076","466","644","2330"
"14","86172","495","726","2696"
"15","102504","503","790","3040"
"16","117179","515","862","3391"
"17","129686","522","936","3776"
"18","143315","532","1001","4189"
"19","156115","543","1057","4755"
"20","166284","549","1109","5225"
"21","175135","556","1170","5512"
"22","184228","562","1216","5862"
"23","192477","566","1257","6119"
"24","199428","571","1294","6326"
"25","206402","572","1340","6543"
"26","213221","577","1382","6806"
"27","218957","579","1421","7050"
"28","224730","583","1463","7291"
"29","230163","584","1495","7630"
"30","234685","586","1528","7846"
"31","238902","588","1559","8074"
"32","242809","588","1590","8324"
"33","246429","590","1613","8535"
"34","249411","590","1648","8672"
"35","251996","591","1670","8813"
"36","254645","592","1696","9001"
"37","256934","594","1722","9150"
"38","258989","595","1753","9305"
"39","260443","595","1774","9380"
"40","261879","595","1798","9426"
"41","263150","596","1818","9468"
"42","264265","596","1832","9505"
"43","265259","597","1855","9542"
"44","266293","598","1873","9591"
"45","267195","598","1891","9637"
"46","267909","599","1908","9672"
"47","268488","599","1930","9697"
"48","269048","599","1945","9723"
"49","269595","599","1959","9751"
"50","270108","599","1966","9773"
"51","270569","599","1980","9801"
"52","270961","599","1990","9817"
"53","271366","599","2005","9828"
"54","271681","599","2010","9845"
"55","271985","600","2022","9861"
"56","272263","600","2032","9874"
"57","272529","600","2042","9886"
"58","272797","600","2051","9898"
"59","273017","600","2058","9908"
"60","273246","600","2066","9917"
"61","273491","600","2075","9923"
"62","273716","600","2078","9926"
"63","273926","600","2083","9929"
"64","274083","600","2086","9932"
"65","274211","600","2095","9935"
"66","274325","601","2098","9942"
"67","274437","602","2104","9948"
"68","274547","602","2105","9954"
"69","274660","602","2109","9961"
"70","274772","602","2113","9965"
"71","274871","602","2120","9967"
"72","274969","603","2122","9969"
"73","275064","603","2126","9971"
"74","275142","603","2128","9974"
"75","275227","603","2129","9976"
"76","275310","603","2131","9978"
"77","275397","603","2133","9980"
"78","275483","603","2140","9982"
"79","275560","603","2140","9985"
"80","275635","603","2145","9988"
"81","275709","603","2147","9991"
"82","275781","603","2152","9994"
"83","275853","603","2153","9996"
"84","275923","603","2157","9999"
"85","275987","603","2158","10000"
"86","276049","603","2161","10001"
"87","276110","603","2161","10002"
"88","276170","603","2163","10003"
"89","276227","604","2167","10004"
"90","276289","604","2171","10006"
"91","276350","604","2172","10007"
"92","276410","604","2173","10008"
"93","276470","605","2177","10009"
"94","276528","605","2179","10011"
"95","276587","606","2181","10012"
"96","276642","606","2183","10013"
"97","276696","606","2187","10014"
"98","276744","606","2190","10015"
"99","276790","606","2191","10016"
"100","276834","606","2192","10017"
