alternative_routes_used,crossings,simulation_step,simulation_time,vehicles
0.0,0.0,1.0,38.3,0.0
6.0,0.0,2.0,104.3,0.0
28.0,0.0,3.0,240.2,0.0
56.0,22.0,4.0,514.5,22.0
96.0,64.0,5.0,1153.6,64.0
185.0,105.0,6.0,2577.0,105.0
374.0,155.0,7.0,5126.1,155.0
525.0,219.0,8.0,9295.7,202.0
786.0,297.0,9.0,17485.6,254.0
1162.0,378.2,10.0,30525.7,307.2
1554.4,457.8,11.0,44780.3,358.8
2001.7,533.2,12.0,58421.5,404.5
2404.3,641.7,13.0,72353.3,463.9
2811.0,724.1,14.0,86994.3,493.6
3292.7,790.1,15.0,102498.3,502.5
3699.5,862.5,16.0,116863.6,515.4
4057.7,936.3,17.0,129162.9,522.5
4470.8,999.2,18.0,143318.8,531.4
4948.0,1053.5,19.0,157114.4,542.5
5566.3,1110.9,20.0,168700.8,549.1
5924.9,1167.8,21.0,179301.8,555.7
6230.9,1214.8,22.0,189144.3,559.4
6483.0,1255.4,23.0,198360.3,564.3
6698.9,1295.3,24.0,206145.8,569.0
6904.7,1342.3,25.0,213914.1,570.8
7116.1,1387.3,26.0,221945.3,574.9
7315.8,1428.3,27.0,228345.8,578.2
7509.4,1471.3,28.0,233937.9,583.5
7702.6,1504.6,29.0,239531.8,586.1
7876.1,1542.9,30.0,244430.3,587.6
8038.8,1578.4,31.0,249121.6,590.1
8236.8,1608.6,32.0,253087.0,591.8
8463.2,1636.4,33.0,256931.4,593.1
8684.9,1669.9,34.0,260450.2,593.9
8895.4,1698.1,35.0,264147.8,595.1
9121.8,1728.2,36.0,267134.5,596.2
9325.9,1752.1,37.0,269848.7,596.8
9533.6,1779.7,38.0,272287.2,597.2
9737.2,1800.7,39.0,274432.2,597.8
9845.6,1825.0,40.0,276198.3,598.4
9929.4,1847.6,41.0,277698.3,599.3
9987.1,1870.4,42.0,278995.7,599.8
10042.5,1890.5,43.0,280123.7,600.6
10091.1,1908.6,44.0,281096.9,600.8
10132.3,1925.5,45.0,281946.8,601.0
10169.3,1942.3,46.0,282644.1,601.9
10203.3,1959.7,47.0,283313.1,602.6
10234.9,1975.7,48.0,283952.1,602.6
10257.8,1989.3,49.0,284508.8,602.9
10278.9,2002.2,50.0,285037.7,603.8
10299.6,2014.0,51.0,285515.8,603.8
10315.7,2025.8,52.0,285954.6,603.8
10329.9,2035.6,53.0,286329.9,603.9
10342.9,2046.1,54.0,286672.5,603.9
10357.8,2056.4,55.0,286980.8,604.0
10372.1,2066.1,56.0,287267.0,604.6
10384.6,2073.1,57.0,287538.6,604.6
10394.1,2080.9,58.0,287795.2,604.6
10406.9,2089.3,59.0,288014.0,604.6
10416.3,2097.3,60.0,288211.1,604.6
10424.5,2104.2,61.0,288389.2,604.6
10432.4,2110.0,62.0,288547.3,604.6
10439.7,2115.4,63.0,288697.6,604.6
10446.4,2121.1,64.0,288833.5,604.7
10451.2,2126.6,65.0,288952.1,604.7
10455.5,2131.2,66.0,289060.4,604.8
10459.4,2136.1,67.0,289161.4,605.4
10463.6,2140.5,68.0,289259.7,605.4
10468.2,2144.3,69.0,289358.0,605.5
10472.5,2147.8,70.0,289454.6,605.5
10476.0,2151.9,71.0,289546.8,605.5
10479.1,2155.2,72.0,289632.2,605.7
10482.0,2158.4,73.0,289715.9,605.8
10485.4,2160.9,74.0,289795.3,605.9
10488.2,2163.9,75.0,289878.0,606.0
10491.3,2166.2,76.0,289961.9,606.0
10494.1,2169.7,77.0,290041.7,606.7
10496.6,2172.8,78.0,290119.1,606.8
10499.2,2175.0,79.0,290191.0,607.2
10501.8,2177.6,80.0,290263.3,607.3
10504.7,2180.6,81.0,290336.9,607.4
10508.3,2182.9,82.0,290411.1,607.4
10511.6,2184.2,83.0,290486.7,607.5
10514.9,2186.4,84.0,290554.4,607.5
10517.7,2189.0,85.0,290617.2,607.6
10520.4,2191.3,86.0,290679.3,607.9
10523.1,2193.0,87.0,290740.2,608.1
10525.9,2195.5,88.0,290802.3,608.1
10528.2,2198.0,89.0,290857.6,608.2
10530.7,2200.3,90.0,290913.0,608.3
10532.8,2201.9,91.0,290965.9,608.5
10535.1,2203.8,92.0,291021.9,608.7
10537.0,2206.5,93.0,291075.8,608.8
10538.9,2208.7,94.0,291124.9,609.0
10540.8,2210.4,95.0,291173.7,609.2
10542.8,2212.9,96.0,291223.6,609.3
10544.7,2215.1,97.0,291270.6,609.5
10546.8,2216.9,98.0,291318.6,609.5
10548.9,2219.1,99.0,291365.1,609.6
10550.9,2220.3,100.0,291408.1,609.6
