"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","7","0","0","0"
"2","34","0","0","6"
"3","117","0","0","28"
"4","342","22","22","56"
"5","907","64","64","96"
"6","2212","105","105","185"
"7","4685","155","155","374"
"8","8781","202","219","525"
"9","16908","254","297","786"
"10","29909","306","377","1162"
"11","44304","356","455","1570"
"12","58594","401","530","2052"
"13","73494","463","640","2513"
"14","89053","493","723","2975"
"15","107210","503","787","3466"
"16","123113","515","860","3862"
"17","135709","524","932","4179"
"18","152820","536","1001","4634"
"19","169087","549","1054","5165"
"20","182492","553","1104","5939"
"21","195151","561","1165","6440"
"22","207379","565","1214","6787"
"23","217391","567","1252","7043"
"24","226075","572","1286","7244"
"25","234289","573","1334","7430"
"26","243432","574","1380","7648"
"27","250028","577","1424","7831"
"28","254759","582","1471","7989"
"29","259613","583","1498","8157"
"30","264114","585","1538","8307"
"31","267970","586","1568","8397"
"32","271331","588","1604","8499"
"33","275106","589","1635","8580"
"34","278678","589","1663","8672"
"35","282471","591","1698","8746"
"36","285086","592","1724","8837"
"37","287142","592","1750","8912"
"38","288989","592","1772","8974"
"39","290690","593","1795","9020"
"40","292145","593","1813","9069"
"41","293625","594","1832","9132"
"42","294847","596","1858","9158"
"43","295785","596","1877","9189"
"44","296535","596","1892","9215"
"45","297046","596","1902","9238"
"46","297517","596","1921","9252"
"47","298071","599","1942","9284"
"48","298564","599","1953","9319"
"49","299117","600","1963","9337"
"50","299633","602","1978","9364"
"51","300068","602","1993","9380"
"52","300415","602","2002","9391"
"53","300853","603","2012","9414"
"54","301229","603","2025","9432"
"55","301550","603","2036","9453"
"56","301875","604","2045","9477"
"57","302131","604","2049","9499"
"58","302367","604","2055","9513"
"59","302600","604","2066","9536"
"60","302804","604","2074","9547"
"61","302991","604","2082","9552"
"62","303164","604","2087","9558"
"63","303353","604","2093","9566"
"64","303514","604","2100","9573"
"65","303670","604","2104","9579"
"66","303816","604","2110","9582"
"67","303972","605","2114","9586"
"68","304120","605","2119","9589"
"69","304263","605","2125","9593"
"70","304407","605","2131","9597"
"71","304521","605","2135","9599"
"72","304633","605","2140","9600"
"73","304731","605","2146","9601"
"74","304835","605","2150","9604"
"75","304952","605","2153","9605"
"76","305063","605","2155","9607"
"77","305182","606","2160","9608"
"78","305307","606","2163","9609"
"79","305419","606","2166","9610"
"80","305538","607","2171","9612"
"81","305664","607","2172","9616"
"82","305773","607","2173","9620"
"83","305896","607","2175","9624"
"84","305985","607","2178","9626"
"85","306059","607","2179","9627"
"86","306133","607","2184","9628"
"87","306214","607","2187","9629"
"88","306298","607","2191","9630"
"89","306360","607","2193","9630"
"90","306427","608","2198","9631"
"91","306480","608","2201","9632"
"92","306544","608","2205","9633"
"93","306596","608","2207","9633"
"94","306642","608","2210","9633"
"95","306690","608","2212","9633"
"96","306734","608","2216","9633"
"97","306774","609","2219","9633"
"98","306813","609","2221","9633"
"99","306849","609","2227","9633"
"100","306882","609","2228","9633"
