"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","8","0","0","0"
"2","46","0","0","6"
"3","145","0","0","28"
"4","408","22","22","56"
"5","994","64","64","96"
"6","2311","105","105","185"
"7","4827","155","155","374"
"8","8944","202","219","525"
"9","17111","254","297","786"
"10","30250","307","378","1162"
"11","44431","358","457","1568"
"12","58617","403","533","2029"
"13","73174","464","642","2427"
"14","88147","493","723","2842"
"15","105138","503","792","3442"
"16","120940","516","861","3918"
"17","133776","526","934","4230"
"18","146660","533","1000","4554"
"19","159431","544","1055","4881"
"20","171010","547","1106","5419"
"21","182551","553","1163","5753"
"22","193244","558","1216","6047"
"23","202978","562","1252","6293"
"24","211520","568","1294","6501"
"25","219926","571","1344","6675"
"26","227079","574","1385","6873"
"27","232705","576","1425","7061"
"28","237979","584","1467","7251"
"29","242638","584","1497","7402"
"30","247172","588","1542","7524"
"31","251472","591","1583","7610"
"32","255156","594","1616","7708"
"33","258707","597","1642","7785"
"34","261800","598","1672","7871"
"35","265051","599","1704","7954"
"36","267694","600","1739","8012"
"37","270190","601","1757","8069"
"38","272543","602","1785","8127"
"39","274786","603","1807","8176"
"40","276656","605","1836","8222"
"41","278165","606","1859","8268"
"42","279439","606","1874","8298"
"43","280862","606","1898","8329"
"44","281882","606","1915","8365"
"45","282712","606","1930","8376"
"46","283423","606","1941","8384"
"47","284093","607","1963","8391"
"48","284719","607","1976","8399"
"49","285181","608","1996","8405"
"50","285621","609","2008","8409"
"51","286102","609","2016","8414"
"52","286559","609","2033","8417"
"53","286913","609","2043","8421"
"54","287210","609","2054","8424"
"55","287422","609","2060","8430"
"56","287602","609","2069","8435"
"57","287786","609","2074","8438"
"58","287977","609","2081","8439"
"59","288165","609","2085","8440"
"60","288345","609","2092","8441"
"61","288507","609","2101","8441"
"62","288646","609","2106","8441"
"63","288793","609","2109","8441"
"64","288923","609","2114","8442"
"65","289055","609","2117","8443"
"66","289188","609","2124","8444"
"67","289318","610","2128","8445"
"68","289443","610","2138","8445"
"69","289582","610","2138","8445"
"70","289719","610","2140","8445"
"71","289857","610","2145","8445"
"72","289980","610","2151","8445"
"73","290122","610","2152","8445"
"74","290235","610","2153","8445"
"75","290365","610","2157","8446"
"76","290523","610","2159","8449"
"77","290633","611","2162","8450"
"78","290742","611","2167","8451"
"79","290835","611","2170","8452"
"80","290921","611","2173","8452"
"81","291016","611","2176","8453"
"82","291111","611","2179","8454"
"83","291210","612","2182","8456"
"84","291306","612","2187","8458"
"85","291380","612","2189","8459"
"86","291453","613","2191","8460"
"87","291521","613","2195","8461"
"88","291587","613","2201","8462"
"89","291660","613","2203","8464"
"90","291737","613","2204","8464"
"91","291813","614","2207","8464"
"92","291906","614","2211","8464"
"93","292000","614","2216","8464"
"94","292063","614","2217","8464"
"95","292124","614","2218","8464"
"96","292176","614","2222","8464"
"97","292229","614","2224","8464"
"98","292284","614","2225","8465"
"99","292338","614","2228","8465"
"100","292389","614","2229","8465"
