"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","6","0","0","0"
"2","32","0","0","6"
"3","119","0","0","28"
"4","338","22","22","56"
"5","906","64","64","96"
"6","2206","105","105","185"
"7","4757","155","155","374"
"8","8855","202","219","525"
"9","17010","254","297","786"
"10","30020","308","379","1162"
"11","44164","360","459","1544"
"12","57727","405","534","1966"
"13","71600","464","645","2344"
"14","85957","494","726","2743"
"15","100774","501","786","3246"
"16","116027","517","862","3768"
"17","128962","525","935","4146"
"18","142382","534","998","4542"
"19","156466","547","1053","5090"
"20","167765","554","1112","5901"
"21","177200","559","1164","6210"
"22","185614","561","1206","6486"
"23","193636","564","1247","6693"
"24","202013","567","1290","6863"
"25","210146","569","1334","7039"
"26","218893","575","1378","7232"
"27","225489","578","1419","7406"
"28","230235","587","1467","7559"
"29","233755","592","1502","7673"
"30","236696","593","1538","7761"
"31","239675","597","1572","7840"
"32","242423","600","1609","7905"
"33","245320","600","1638","7977"
"34","247869","602","1672","8063"
"35","250980","604","1697","8159"
"36","253489","605","1733","8273"
"37","256118","605","1752","8318"
"38","258652","605","1786","8408"
"39","260329","605","1810","8471"
"40","261603","605","1840","8550"
"41","262625","606","1870","8606"
"42","263417","606","1901","8655"
"43","264060","608","1920","8708"
"44","264612","608","1934","8755"
"45","265132","608","1954","8798"
"46","265556","609","1973","8847"
"47","265951","609","1988","8886"
"48","266331","609","2003","8925"
"49","266654","609","2021","8942"
"50","266960","609","2033","8952"
"51","267275","609","2043","8970"
"52","267565","609","2052","8989"
"53","267815","609","2061","8999"
"54","268049","609","2067","9009"
"55","268254","609","2083","9017"
"56","268433","611","2094","9022"
"57","268616","611","2100","9025"
"58","268798","611","2106","9028"
"59","268984","611","2119","9030"
"60","269119","611","2129","9034"
"61","269217","611","2134","9034"
"62","269317","611","2136","9035"
"63","269408","611","2144","9035"
"64","269493","611","2152","9038"
"65","269574","611","2156","9039"
"66","269650","611","2157","9040"
"67","269724","611","2166","9040"
"68","269796","611","2170","9043"
"69","269876","611","2174","9050"
"70","269963","611","2177","9055"
"71","270053","611","2185","9059"
"72","270127","611","2187","9061"
"73","270201","612","2195","9061"
"74","270263","612","2198","9062"
"75","270325","612","2202","9062"
"76","270378","612","2204","9062"
"77","270432","613","2209","9062"
"78","270483","613","2212","9063"
"79","270537","613","2214","9063"
"80","270591","613","2218","9063"
"81","270653","613","2222","9063"
"82","270706","613","2226","9063"
"83","270763","613","2227","9063"
"84","270817","613","2229","9063"
"85","270871","614","2235","9063"
"86","270919","614","2238","9063"
"87","270967","614","2238","9063"
"88","271018","614","2241","9063"
"89","271049","614","2242","9063"
"90","271081","614","2245","9063"
"91","271108","614","2248","9063"
"92","271135","614","2249","9064"
"93","271162","614","2252","9064"
"94","271188","614","2253","9064"
"95","271214","614","2255","9064"
"96","271239","615","2257","9064"
"97","271263","615","2258","9064"
"98","271287","615","2260","9064"
"99","271314","615","2260","9064"
"100","271338","615","2262","9064"
