alternative_routes_used,crossings,simulation_step,simulation_time,vehicles
0.0,0.0,1.0,10.8,0.0
0.0,0.0,2.0,21.0,0.0
0.0,0.0,3.0,43.2,0.0
0.0,5.0,4.0,100.1,5.0
0.0,11.0,5.0,210.3,11.0
0.0,20.0,6.0,437.5,20.0
0.0,36.0,7.0,889.0,36.0
0.0,44.0,8.0,1482.4,43.0
0.0,62.0,9.0,2293.9,58.0
0.0,71.0,10.0,3540.6,66.0
0.0,84.0,11.0,4881.1,74.0
0.0,104.0,12.0,6363.3,87.0
0.0,124.6,13.0,7437.8,98.6
0.0,134.6,14.0,8320.4,103.6
0.0,142.0,15.0,9143.8,107.3
0.0,158.5,16.0,9781.9,111.5
0.0,171.1,17.0,10304.9,113.5
0.0,181.5,18.0,10603.7,115.5
0.0,190.0,19.0,10871.1,120.8
0.0,203.0,20.0,11193.6,127.8
0.0,208.1,21.0,11414.1,128.9
0.0,220.8,22.0,11603.5,133.6
0.0,222.8,23.0,11710.5,134.6
0.0,226.9,24.0,11802.6,136.0
0.0,236.8,25.0,11875.3,139.0
0.0,241.1,26.0,11933.0,140.0
0.0,250.4,27.0,11988.8,143.3
0.0,253.4,28.0,12020.9,143.6
0.0,254.5,29.0,12050.8,144.6
0.0,256.8,30.0,12078.0,144.6
0.0,261.3,31.0,12103.1,144.6
0.0,263.0,32.0,12114.9,144.6
0.0,265.0,33.0,12123.9,144.6
0.0,267.5,34.0,12133.8,144.6
0.0,268.9,35.0,12142.4,144.6
0.0,270.9,36.0,12153.2,144.6
0.0,272.2,37.0,12161.4,145.6
0.0,274.5,38.0,12171.8,145.6
0.0,275.2,39.0,12178.2,146.3
0.0,277.8,40.0,12184.1,147.3
0.0,278.7,41.0,12189.2,148.0
0.0,279.7,42.0,12193.8,148.0
0.0,279.7,43.0,12197.8,148.0
0.0,280.3,44.0,12202.0,148.0
0.0,282.3,45.0,12206.6,149.0
0.0,283.3,46.0,12209.3,149.0
0.0,284.1,47.0,12211.5,149.0
0.0,284.1,48.0,12213.6,149.0
0.0,285.1,49.0,12215.5,149.0
0.0,285.9,50.0,12218.2,149.0
0.0,285.9,51.0,12220.6,149.0
0.0,285.9,52.0,12222.8,149.0
0.0,286.9,53.0,12225.3,149.0
0.0,286.9,54.0,12227.6,149.0
0.0,286.9,55.0,12229.7,149.0
0.0,287.0,56.0,12231.8,149.0
0.0,287.0,57.0,12233.8,149.0
0.0,287.0,58.0,12236.0,149.0
0.0,288.0,59.0,12238.2,150.0
0.0,288.0,60.0,12240.2,150.0
0.0,288.0,61.0,12242.2,150.0
0.0,288.0,62.0,12244.4,150.0
0.0,288.0,63.0,12246.6,150.0
0.0,288.0,64.0,12248.6,150.0
0.0,288.0,65.0,12250.8,150.0
0.0,288.0,66.0,12253.0,150.0
0.0,288.0,67.0,12255.0,150.0
0.0,289.0,68.0,12257.5,150.0
0.0,291.0,69.0,12259.3,152.0
0.0,291.0,70.0,12260.1,152.0
0.0,292.0,71.0,12261.1,153.0
0.0,293.3,72.0,12262.0,153.3
0.0,293.3,73.0,12262.6,153.3
0.0,293.3,74.0,12263.2,153.3
0.0,294.3,75.0,12263.8,154.3
0.0,297.3,76.0,12264.4,155.3
0.0,297.3,77.0,12264.9,155.3
0.0,298.3,78.0,12265.2,155.3
0.0,299.3,79.0,12265.5,155.3
0.0,299.3,80.0,12265.9,155.3
0.0,299.3,81.0,12266.1,155.3
0.0,299.3,82.0,12266.4,155.3
0.0,300.3,83.0,12266.9,155.3
0.0,301.3,84.0,12267.1,155.3
0.0,301.3,85.0,12267.3,155.3
0.0,301.3,86.0,12268.0,155.3
0.0,301.3,87.0,12268.1,155.3
0.0,302.3,88.0,12268.5,155.3
0.0,302.3,89.0,12268.6,155.3
0.0,302.6,90.0,12269.2,155.6
0.0,302.6,91.0,12269.4,155.6
0.0,302.6,92.0,12269.5,155.6
0.0,303.3,93.0,12270.0,156.3
0.0,303.3,94.0,12270.2,156.3
0.0,303.3,95.0,12270.4,156.3
0.0,303.3,96.0,12271.0,156.3
0.0,303.3,97.0,12271.2,156.3
0.0,305.6,98.0,12271.4,157.3
0.0,305.6,99.0,12271.6,157.3
0.0,305.6,100.0,12271.6,157.3
