"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","0","0","0","0"
"2","3","0","0","0"
"3","15","0","0","0"
"4","51","5","5","0"
"5","136","11","11","0"
"6","308","20","20","0"
"7","624","36","36","0"
"8","1093","43","44","0"
"9","1774","58","62","0"
"10","2941","66","71","0"
"11","4231","74","84","0"
"12","5654","87","104","0"
"13","6665","99","125","0"
"14","7530","104","135","0"
"15","8311","107","142","0"
"16","8919","111","158","0"
"17","9447","113","171","0"
"18","9779","115","181","0"
"19","10054","120","189","0"
"20","10410","127","202","0"
"21","10639","128","207","0"
"22","10855","133","220","0"
"23","10962","134","222","0"
"24","11060","136","227","0"
"25","11141","139","236","0"
"26","11209","140","240","0"
"27","11279","143","249","0"
"28","11311","143","252","0"
"29","11344","144","253","0"
"30","11374","144","255","0"
"31","11400","144","260","0"
"32","11411","144","262","0"
"33","11419","144","264","0"
"34","11426","144","266","0"
"35","11436","144","268","0"
"36","11444","144","270","0"
"37","11452","145","271","0"
"38","11461","145","273","0"
"39","11468","146","274","0"
"40","11473","147","277","0"
"41","11477","148","278","0"
"42","11482","148","279","0"
"43","11485","148","279","0"
"44","11489","148","280","0"
"45","11493","149","282","0"
"46","11495","149","283","0"
"47","11498","149","284","0"
"48","11500","149","284","0"
"49","11501","149","285","0"
"50","11504","149","286","0"
"51","11506","149","286","0"
"52","11508","149","286","0"
"53","11510","149","287","0"
"54","11512","149","287","0"
"55","11514","149","287","0"
"56","11517","149","287","0"
"57","11520","149","287","0"
"58","11522","149","287","0"
"59","11524","150","288","0"
"60","11526","150","288","0"
"61","11528","150","288","0"
"62","11530","150","288","0"
"63","11532","150","288","0"
"64","11534","150","288","0"
"65","11538","150","288","0"
"66","11540","150","288","0"
"67","11542","150","288","0"
"68","11544","150","289","0"
"69","11546","152","291","0"
"70","11547","152","291","0"
"71","11547","153","292","0"
"72","11548","153","293","0"
"73","11548","153","293","0"
"74","11549","153","293","0"
"75","11549","154","294","0"
"76","11550","155","297","0"
"77","11550","155","297","0"
"78","11551","155","298","0"
"79","11551","155","299","0"
"80","11551","155","299","0"
"81","11551","155","299","0"
"82","11552","155","299","0"
"83","11552","155","300","0"
"84","11552","155","301","0"
"85","11553","155","301","0"
"86","11553","155","301","0"
"87","11553","155","301","0"
"88","11554","155","302","0"
"89","11554","155","302","0"
"90","11554","155","302","0"
"91","11554","155","302","0"
"92","11554","155","302","0"
"93","11555","156","303","0"
"94","11555","156","303","0"
"95","11555","156","303","0"
"96","11555","156","303","0"
"97","11555","156","303","0"
"98","11556","157","305","0"
"99","11556","157","305","0"
"100","11556","157","305","0"
