"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","5","0","0","0"
"2","33","0","0","13"
"3","107","0","0","40"
"4","294","31","31","74"
"5","729","85","85","128"
"6","1689","142","142","277"
"7","3437","191","191","362"
"8","6320","261","285","459"
"9","11030","322","385","687"
"10","17995","382","495","962"
"11","25982","445","595","1420"
"12","37329","504","726","2475"
"13","54343","560","853","7600"
"14","70531","586","947","8699"
"15","87950","607","1038","10622"
"16","104133","616","1145","13419"
"17","120581","617","1248","26250"
"18","138520","622","1319","46088"
"19","154960","623","1392","51670"
"20","165990","625","1473","53530"
"21","172804","627","1555","54796"
"22","177232","627","1610","55659"
"23","181458","631","1671","57177"
"24","184293","633","1720","57947"
"25","186823","634","1781","58155"
"26","188957","635","1832","58299"
"27","191033","635","1877","58559"
"28","192664","635","1920","58867"
"29","194037","636","1973","59186"
"30","194933","637","2011","59363"
"31","195713","637","2047","59562"
"32","196609","637","2082","60010"
"33","197429","637","2132","60149"
"34","198378","637","2157","60353"
"35","199121","637","2191","60445"
"36","199654","637","2223","60537"
"37","200055","637","2263","60619"
"38","200499","637","2282","60699"
"39","200840","637","2313","60765"
"40","201227","637","2343","60825"
"41","201676","637","2369","60890"
"42","202262","637","2385","61002"
"43","202742","638","2406","61093"
"44","203031","638","2429","61115"
"45","203394","638","2448","61198"
"46","203792","638","2466","61244"
"47","204049","638","2482","61280"
"48","204272","638","2499","61315"
"49","204449","638","2522","61332"
"50","204531","638","2538","61339"
"51","204590","638","2545","61341"
"52","204668","638","2560","61343"
"53","204750","638","2577","61346"
"54","204814","638","2587","61348"
"55","204888","638","2595","61349"
"56","204937","638","2605","61350"
"57","204968","638","2616","61352"
"58","204987","638","2625","61353"
"59","205001","638","2629","61354"
"60","205012","638","2637","61355"
"61","205021","638","2643","61357"
"62","205031","638","2647","61358"
"63","205039","638","2650","61359"
"64","205050","638","2655","61360"
"65","205058","638","2660","61361"
"66","205065","638","2661","61362"
"67","205072","638","2663","61363"
"68","205079","638","2665","61364"
"69","205087","638","2667","61365"
"70","205094","638","2668","61366"
"71","205101","638","2668","61367"
"72","205109","638","2672","61368"
"73","205115","638","2672","61370"
"74","205122","638","2672","61371"
"75","205129","638","2673","61372"
"76","205135","638","2675","61373"
"77","205142","638","2675","61374"
"78","205148","638","2675","61375"
"79","205155","638","2677","61376"
"80","205162","638","2681","61377"
"81","205165","638","2681","61378"
"82","205168","638","2681","61379"
"83","205172","638","2683","61380"
"84","205174","638","2686","61381"
"85","205176","638","2686","61381"
"86","205178","639","2687","61381"
"87","205179","639","2688","61381"
"88","205181","639","2690","61381"
"89","205183","639","2691","61381"
"90","205185","639","2691","61381"
"91","205186","639","2693","61381"
"92","205188","639","2694","61381"
"93","205189","639","2695","61381"
"94","205191","639","2695","61381"
"95","205192","639","2697","61381"
"96","205195","639","2697","61381"
"97","205198","639","2698","61381"
"98","205201","639","2699","61381"
"99","205204","639","2700","61381"
"100","205205","639","2700","61381"
