"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","6","0","0","0"
"2","31","0","0","13"
"3","109","0","0","40"
"4","296","31","31","74"
"5","738","85","85","128"
"6","1710","141","141","245"
"7","3537","191","191","344"
"8","6426","261","285","442"
"9","11204","322","385","647"
"10","18239","382","493","930"
"11","26227","446","594","1404"
"12","37562","505","728","2455"
"13","53811","562","861","7131"
"14","67860","589","955","8030"
"15","82857","610","1049","9568"
"16","94835","619","1153","12023"
"17","106265","619","1255","20544"
"18","120661","623","1329","37427"
"19","133193","625","1395","39872"
"20","139115","626","1478","40533"
"21","144713","627","1558","41306"
"22","149797","628","1621","42106"
"23","154112","631","1679","42694"
"24","157727","633","1731","43272"
"25","161160","633","1795","44551"
"26","163845","634","1847","44887"
"27","166421","635","1888","45052"
"28","168302","635","1941","45512"
"29","170207","636","2000","45710"
"30","171733","636","2032","46109"
"31","173462","636","2061","46386"
"32","174954","636","2102","47274"
"33","176719","636","2143","47795"
"34","178310","638","2178","48301"
"35","179838","638","2211","48538"
"36","180938","638","2248","48733"
"37","181801","638","2283","48821"
"38","182533","638","2311","48953"
"39","182954","638","2334","49104"
"40","183416","638","2360","49172"
"41","183724","638","2388","49257"
"42","184015","638","2415","49293"
"43","184322","638","2430","49358"
"44","184585","638","2447","49387"
"45","184762","638","2472","49419"
"46","184913","638","2491","49450"
"47","185043","638","2504","49468"
"48","185150","638","2519","49480"
"49","185256","638","2540","49505"
"50","185321","638","2551","49523"
"51","185381","638","2568","49530"
"52","185427","638","2578","49538"
"53","185483","638","2587","49555"
"54","185540","638","2597","49572"
"55","185596","638","2612","49589"
"56","185626","638","2621","49596"
"57","185653","638","2629","49599"
"58","185678","638","2641","49603"
"59","185692","638","2649","49607"
"60","185705","638","2656","49611"
"61","185715","638","2658","49612"
"62","185724","638","2669","49613"
"63","185731","638","2674","49614"
"64","185736","638","2678","49615"
"65","185742","638","2680","49615"
"66","185747","638","2684","49615"
"67","185751","638","2688","49615"
"68","185756","638","2692","49615"
"69","185760","638","2692","49615"
"70","185765","638","2696","49615"
"71","185769","638","2699","49615"
"72","185772","638","2701","49615"
"73","185775","638","2702","49615"
"74","185778","638","2706","49615"
"75","185781","638","2708","49615"
"76","185783","638","2711","49615"
"77","185785","638","2712","49615"
"78","185788","638","2714","49615"
"79","185790","638","2714","49615"
"80","185792","638","2715","49615"
"81","185793","638","2716","49615"
"82","185794","639","2717","49615"
"83","185795","639","2717","49615"
"84","185796","639","2718","49615"
"85","185797","639","2718","49615"
"86","185798","639","2718","49615"
"87","185799","639","2718","49615"
"88","185800","639","2719","49615"
"89","185801","639","2720","49615"
"90","185802","639","2720","49615"
"91","185803","639","2720","49615"
"92","185804","639","2720","49615"
"93","185805","639","2722","49615"
"94","185806","639","2723","49615"
"95","185807","639","2723","49615"
"96","185808","639","2723","49615"
"97","185809","639","2724","49615"
"98","185810","639","2725","49615"
"99","185811","639","2725","49615"
"100","185812","639","2725","49615"
