"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","7","0","0","0"
"2","33","0","0","13"
"3","110","0","0","40"
"4","316","31","31","74"
"5","762","85","85","128"
"6","1799","142","142","277"
"7","3572","191","191","362"
"8","6490","261","285","459"
"9","11214","322","385","679"
"10","18400","382","495","994"
"11","26347","446","596","1709"
"12","37690","505","727","3153"
"13","54627","565","862","7870"
"14","69785","591","954","8935"
"15","84462","610","1046","9528"
"16","99237","619","1151","10643"
"17","112297","619","1250","12003"
"18","124329","623","1320","16486"
"19","135012","624","1393","17622"
"20","143638","625","1480","18925"
"21","150670","626","1556","20529"
"22","157276","629","1613","21563"
"23","163234","633","1675","24414"
"24","167189","634","1730","25371"
"25","170847","634","1788","26081"
"26","174082","635","1835","27059"
"27","177017","635","1883","27655"
"28","179610","635","1934","28376"
"29","181901","635","1983","29372"
"30","184867","636","2020","34205"
"31","187352","636","2058","34994"
"32","189308","636","2099","35827"
"33","190997","636","2143","36018"
"34","192760","637","2170","36451"
"35","194401","637","2205","36751"
"36","195936","637","2235","37191"
"37","197476","637","2273","37535"
"38","199056","637","2292","37964"
"39","200726","637","2318","38073"
"40","202136","637","2344","38498"
"41","203084","637","2377","38651"
"42","203552","637","2398","38723"
"43","203876","637","2418","38749"
"44","204097","637","2435","38793"
"45","204314","637","2454","38808"
"46","204487","637","2467","38832"
"47","204664","637","2480","38840"
"48","204861","637","2503","38846"
"49","205063","637","2520","38854"
"50","205201","637","2533","38856"
"51","205319","637","2546","38857"
"52","205396","637","2565","38859"
"53","205480","637","2580","38869"
"54","205552","637","2588","38886"
"55","205635","637","2601","38895"
"56","205697","637","2611","38901"
"57","205739","637","2623","38912"
"58","205780","637","2631","38916"
"59","205816","637","2642","38924"
"60","205862","637","2648","38925"
"61","205900","637","2659","38930"
"62","205937","637","2666","38932"
"63","205979","637","2671","38948"
"64","206023","637","2674","38948"
"65","206056","637","2683","38949"
"66","206078","637","2689","38950"
"67","206089","637","2695","38950"
"68","206100","637","2698","38950"
"69","206110","637","2703","38950"
"70","206119","637","2706","38950"
"71","206131","637","2709","38950"
"72","206141","637","2712","38950"
"73","206152","637","2715","38950"
"74","206161","637","2720","38950"
"75","206168","637","2723","38950"
"76","206175","637","2725","38950"
"77","206183","637","2728","38950"
"78","206190","637","2730","38950"
"79","206195","637","2732","38950"
"80","206200","637","2733","38950"
"81","206205","637","2735","38950"
"82","206210","637","2738","38950"
"83","206214","637","2740","38950"
"84","206218","637","2741","38950"
"85","206222","637","2743","38950"
"86","206226","638","2746","38950"
"87","206229","638","2746","38950"
"88","206232","638","2747","38950"
"89","206236","638","2748","38950"
"90","206239","638","2748","38950"
"91","206242","638","2748","38950"
"92","206245","638","2749","38950"
"93","206248","638","2750","38950"
"94","206251","638","2750","38950"
"95","206254","638","2750","38950"
"96","206258","638","2751","38950"
"97","206260","638","2752","38950"
"98","206262","638","2752","38950"
"99","206265","638","2753","38950"
"100","206266","638","2753","38950"
