alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,81.3,0.0,0.0
45.0,0.0,2.0,251.4,0.0,0.0
139.0,0.0,3.0,652.4,0.0,0.0
249.0,142.0,4.0,1658.3,142.0,0.0
474.0,345.0,5.0,4006.2,345.0,1.0
728.0,585.0,6.0,8471.6,585.0,5.6
1089.2,835.0,7.0,16500.3,835.0,14.0
1459.1,1215.4,8.0,30223.6,1082.4,28.4
2092.2,1673.0,9.0,52915.5,1347.0,51.3
2903.6,2145.3,10.0,87998.0,1595.7,79.7
3288.6,2643.3,11.0,125774.5,1856.2,110.5
3793.8,3269.9,12.0,164983.9,2120.0,148.5
4449.7,3967.4,13.0,207796.2,2384.3,196.2
5155.6,4529.8,14.0,254789.3,2497.8,252.2
5724.7,5030.9,15.0,304564.1,2541.5,314.1
6308.7,5636.3,16.0,349062.2,2560.0,380.5
6940.1,6300.0,17.0,393575.1,2560.0,452.2
7952.7,6824.4,18.0,437625.5,2560.0,537.1
9141.7,7300.3,19.0,487293.6,2560.0,627.2
9669.9,7875.4,20.0,537413.7,2560.0,722.5
11670.4,8512.2,21.0,591363.4,2560.0,824.2
12911.0,9014.0,22.0,646174.7,2560.0,934.6
13464.0,9466.4,23.0,708129.0,2560.0,1049.3
13935.9,10018.4,24.0,771348.3,2560.0,1167.9
15154.6,10626.9,25.0,822116.0,2560.0,1291.7
16036.8,11107.0,26.0,871819.7,2560.0,1420.8
16594.5,11540.7,27.0,919365.2,2560.0,1555.6
17027.0,12066.0,28.0,963347.0,2560.0,1694.3
17724.6,12647.9,29.0,1007653.3,2560.0,1838.8
18482.4,13106.8,30.0,1051722.2,2560.0,1989.8
18963.7,13523.2,31.0,1095127.9,2560.0,2144.4
19455.7,14025.9,32.0,1136825.5,2560.0,2303.8
20265.0,14584.7,33.0,1181059.6,2560.0,2470.4
21185.1,15025.2,34.0,1223915.6,2560.0,2641.5
22253.2,15428.9,35.0,1267297.7,2560.0,2816.9
22704.4,15915.1,36.0,1305389.8,2560.0,2995.3
23278.3,16455.8,37.0,1343258.8,2560.0,3178.6
24263.3,16879.5,38.0,1379346.8,2560.0,3366.9
24639.3,17273.5,39.0,1417242.4,2560.0,3557.9
24977.1,17744.9,40.0,1453391.2,2560.0,3751.6
25508.9,18263.0,41.0,1491316.0,2560.0,3950.5
26565.3,18669.0,42.0,1529761.2,2560.0,4154.4
27072.8,19051.0,43.0,1567740.5,2560.0,4362.7
27467.1,19508.3,44.0,1604687.8,2560.0,4574.1
27955.5,20005.6,45.0,1637628.3,2560.0,4789.2
28557.3,20396.1,46.0,1669647.0,2560.0,5007.9
29011.2,20768.0,47.0,1701665.7,2560.0,5228.9
29345.1,21212.3,48.0,1732562.8,2560.0,5451.1
29731.8,21690.3,49.0,1762935.3,2560.0,5676.1
30225.8,22068.6,50.0,1794527.6,2560.0,5905.2
30633.5,22429.3,51.0,1824334.9,2560.0,6136.9
30950.4,22860.1,52.0,1853449.9,2560.0,6371.8
31503.3,23322.0,53.0,1883121.6,2560.0,6610.7
31991.1,23687.2,54.0,1911828.6,2560.0,6853.1
32307.6,24040.0,55.0,1940396.9,2560.0,7097.4
32642.7,24457.4,56.0,1966705.7,2560.0,7345.3
33052.8,24903.5,57.0,1993153.9,2560.0,7596.2
33590.0,25255.5,58.0,2019054.4,2560.0,7851.2
33900.2,25598.1,59.0,2044363.5,2560.0,8109.0
34167.4,26003.4,60.0,2069470.1,2560.0,8370.8
34660.1,26435.6,61.0,2094473.9,2560.0,8635.7
35567.8,26775.8,62.0,2117184.7,2560.0,8904.8
35983.0,27105.2,63.0,2139079.2,2560.0,9177.1
36269.6,27496.1,64.0,2161075.7,2560.0,9452.0
36527.1,27915.1,65.0,2179251.6,2560.0,9729.1
36745.0,28246.3,66.0,2191835.6,2560.0,10009.9
36861.6,28565.4,67.0,2200585.3,2560.0,10291.7
36971.1,28869.4,68.0,2206133.2,2560.0,10574.6
37044.7,29168.2,69.0,2209322.8,2560.0,10858.0
37092.4,29364.6,70.0,2211024.8,2560.0,11141.4
37111.4,29547.3,71.0,2211858.2,2560.0,11424.9
37118.3,29708.6,72.0,2212230.2,2560.0,11708.4
37121.8,29858.8,73.0,2212354.8,2560.0,11991.9
37122.3,29923.3,74.0,2212382.7,2560.0,12275.4
37122.3,29961.2,75.0,2212393.1,2560.0,12558.9
37122.5,29977.3,76.0,2212397.0,2560.0,12842.4
37122.5,29982.2,77.0,2212398.5,2560.0,13125.9
37122.5,29985.2,78.0,2212399.8,2560.0,13409.4
37122.5,29988.4,79.0,2212399.9,2560.0,13692.9
37755.0,29994.5,80.0,2206493.25,2560.0,14268.25
38502.71428571428,29996.285714285714,81.0,2223641.5714285714,2560.0,14683.0
39713.25,29953.75,82.0,2189088.0,2560.0,14855.75
39713.25,29954.75,83.0,2189088.25,2560.0,15148.5
