"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","34","0","0","0","0"
"2","146","0","0","0","52"
"3","468","0","0","0","154"
"4","1296","133","133","1","288"
"5","3291","329","329","7","469"
"6","7350","574","574","19","785"
"7","14987","835","835","36","1156"
"8","28467","1111","1238","62","1579"
"9","50552","1345","1650","106","2268"
"10","83272","1568","2105","162","3047"
"11","119274","1841","2625","233","3844"
"12","159523","2095","3243","317","4366"
"13","203270","2360","3892","415","5115"
"14","246684","2480","4431","531","6047"
"15","291068","2538","4974","660","6615"
"16","328693","2557","5576","799","7090"
"17","370241","2558","6195","959","7942"
"18","414148","2559","6702","1139","8804"
"19","459849","2559","7215","1335","9880"
"20","506120","2559","7786","1541","11013"
"21","550499","2559","8367","1766","11679"
"22","589890","2560","8861","1999","12287"
"23","631923","2560","9354","2250","12886"
"24","680759","2560","9908","2515","13522"
"25","729322","2560","10467","2792","14268"
"26","777437","2560","10940","3082","15133"
"27","818418","2560","11410","3384","15646"
"28","863298","2560","11943","3691","16141"
"29","899715","2560","12475","4011","16826"
"30","932555","2560","12924","4340","17286"
"31","964537","2560","13381","4679","17825"
"32","998069","2560","13892","5025","18290"
"33","1028319","2560","14385","5388","18985"
"34","1063446","2560","14809","5761","19561"
"35","1105060","2560","15249","6144","20395"
"36","1157103","2560","15746","6532","20787"
"37","1197595","2560","16225","6937","21672"
"38","1239052","2560","16641","7351","22348"
"39","1271630","2560","17065","7776","23344"
"40","1304944","2560","17536","8206","23832"
"41","1344222","2560","17995","8650","25262"
"42","1381176","2560","18408","9103","25623"
"43","1418081","2560","18815","9562","25952"
"44","1451009","2560","19272","10034","26403"
"45","1472970","2560","19713","10516","27078"
"46","1500203","2560","20104","11011","27617"
"47","1531611","2560","20500","11517","30075"
"48","1564647","2560","20939","12027","30324"
"49","1597725","2560","21378","12545","30631"
"50","1624282","2560","21760","13071","31194"
"51","1648599","2560","22147","13602","31553"
"52","1676981","2560","22571","14138","31991"
"53","1700851","2560","22990","14676","32450"
"54","1727109","2560","23363","15221","33023"
"55","1752596","2560","23741","15774","33355"
"56","1775364","2560","24146","16335","33695"
"57","1799489","2560","24555","16906","34174"
"58","1826027","2560","24915","17485","34565"
"59","1847279","2560","25281","18064","34870"
"60","1869345","2560","25675","18656","35747"
"61","1890166","2560","26074","19253","36071"
"62","1910861","2560","26421","19854","36366"
"63","1936209","2560","26781","20460","36790"
"64","1961627","2560","27164","21073","37085"
"65","1977512","2560","27549","21689","37296"
"66","1989423","2560","27894","22308","37550"
"67","1997398","2560","28245","22929","37668"
"68","2003566","2560","28560","23553","37760"
"69","2006793","2560","28846","24177","37812"
"70","2008413","2560","29058","24801","37887"
"71","2009395","2560","29267","25426","37925"
"72","2009955","2560","29423","26051","37936"
"73","2010147","2560","29583","26676","37941"
"74","2010201","2560","29678","27301","37942"
"75","2010223","2560","29734","27926","37943"
"76","2010237","2560","29768","28551","37943"
"77","2010245","2560","29780","29176","37943"
"78","2010251","2560","29796","29801","37943"
"79","2010254","2560","29805","30426","37943"
"80","2010256","2560","29813","31051","37943"
"81","2010258","2560","29818","31676","37943"
"82","2010259","2560","29820","32301","37943"
"83","2010259","2560","29822","32926","37943"
"84","2010260","2560","29823","33551","37943"
"85","2010260","2560","29825","34176","37943"
"86","2010261","2560","29826","34801","37943"
"87","2010261","2560","29826","35426","37943"
"88","2010261","2560","29826","36051","37943"
"89","2010261","2560","29827","36676","37943"
"90","2010261","2560","29827","37301","37943"
"91","2010262","2560","29827","37926","37943"
"92","2010262","2560","29827","38551","37943"
"93","2010262","2560","29828","39176","37943"
