alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,78.7,0.0,0.0
52.0,0.0,2.0,236.5,0.0,0.0
154.0,0.0,3.0,622.3,0.0,0.0
288.0,133.0,4.0,1675.3,133.0,1.0
468.0,329.4,5.0,3895.9,329.4,6.6
782.7,574.4,6.0,8045.1,574.4,17.6
1153.9,835.4,7.0,15815.9,835.4,34.3
1587.8,1237.3,8.0,29373.8,1111.0,60.7
2285.7,1647.8,9.0,51604.9,1344.5,106.6
3100.0,2103.5,10.0,84627.1,1568.2,166.1
3922.8,2624.8,11.0,120608.6,1841.3,240.4
4450.5,3242.9,12.0,160413.1,2094.8,329.2
5173.2,3890.4,13.0,203154.9,2358.7,432.6
6096.1,4430.7,14.0,247433.7,2479.9,554.2
6681.3,4974.6,15.0,290733.3,2538.0,688.1
7156.4,5575.2,16.0,328835.5,2556.9,830.8
7878.2,6191.6,17.0,373153.0,2558.0,996.4
8833.6,6703.1,18.0,419419.5,2559.0,1179.3
9667.9,7220.9,19.0,466793.9,2559.0,1378.5
10612.6,7790.2,20.0,513654.0,2559.0,1591.3
11479.1,8365.6,21.0,562921.2,2559.0,1821.8
12417.4,8866.2,22.0,605111.1,2560.0,2063.1
13028.5,9363.2,23.0,648108.4,2560.0,2321.2
13770.4,9908.4,24.0,695437.2,2560.0,2592.1
14571.2,10464.8,25.0,742074.7,2560.0,2870.1
15629.9,10950.3,26.0,786738.3,2560.0,3161.9
16425.6,11422.3,27.0,827891.3,2560.0,3463.9
17192.9,11939.1,28.0,870989.0,2560.0,3773.5
17859.7,12465.7,29.0,912826.9,2560.0,4092.8
18552.6,12927.5,30.0,952021.1,2560.0,4423.6
19250.0,13385.4,31.0,988713.0,2560.0,4764.0
19785.5,13880.5,32.0,1025923.6,2560.0,5111.6
20459.8,14378.7,33.0,1063526.9,2560.0,5472.4
21246.1,14815.8,34.0,1101964.5,2560.0,5845.6
22150.9,15258.5,35.0,1139548.2,2560.0,6227.4
22749.8,15734.2,36.0,1178932.0,2560.0,6617.6
23629.4,16216.9,37.0,1214050.4,2560.0,7016.8
24192.4,16642.7,38.0,1247835.2,2560.0,7426.6
24782.6,17071.6,39.0,1278384.8,2560.0,7843.9
25235.5,17523.1,40.0,1308691.8,2560.0,8268.6
25859.4,17987.2,41.0,1338000.3,2560.0,8701.4
27217.3,18400.2,42.0,1367129.8,2560.0,9142.8
27609.3,18814.9,43.0,1397023.1,2560.0,9590.2
28015.2,19251.1,44.0,1427888.0,2560.0,10045.5
28468.6,19701.4,45.0,1454277.9,2560.0,10507.0
29120.6,20101.4,46.0,1479244.7,2560.0,10976.8
29748.5,20504.6,47.0,1504236.9,2560.0,11453.5
30300.6,20927.9,48.0,1530255.6,2560.0,11936.2
30741.9,21366.4,49.0,1556051.1,2560.0,12425.1
31312.4,21752.7,50.0,1582176.1,2560.0,12921.4
31700.7,22145.9,51.0,1607064.4,2560.0,13422.2
32054.7,22553.1,52.0,1630618.4,2560.0,13928.4
32528.7,22977.6,53.0,1654525.3,2560.0,14441.2
32885.9,23347.8,54.0,1677707.5,2560.0,14959.8
33189.0,23730.1,55.0,1699888.5,2560.0,15483.2
33582.3,24122.9,56.0,1721427.3,2560.0,16013.6
33960.0,24533.7,57.0,1744157.8,2560.0,16551.5
34397.0,24891.2,58.0,1766375.0,2560.0,17099.1
34785.7,25260.8,59.0,1788331.2,2560.0,17651.7
35357.0,25638.7,60.0,1810097.3,2560.0,18210.8
35702.7,26036.6,61.0,1831424.2,2560.0,18774.0
36045.6,26383.7,62.0,1852183.9,2560.0,19341.9
36447.9,26738.6,63.0,1873237.3,2560.0,19915.5
37004.3,27105.2,64.0,1893828.6,2560.0,20494.8
40515.2,27489.6,65.0,1910627.4,2560.0,21079.1
40794.2,27825.3,66.0,1924665.2,2560.0,21666.7
40933.2,28171.0,67.0,1933574.7,2560.0,22256.8
41051.7,28465.6,68.0,1939060.7,2560.0,22848.6
41117.4,28756.6,69.0,1942437.0,2560.0,23441.3
41173.0,28966.3,70.0,1944250.1,2560.0,24034.5
41205.5,29166.0,71.0,1945284.8,2560.0,24628.3
41219.5,29316.3,72.0,1945738.2,2560.0,25222.4
41225.8,29479.4,73.0,1945930.9,2560.0,25816.5
41227.8,29570.1,74.0,1945994.4,2560.0,26410.6
41229.3,29623.7,75.0,1946022.8,2560.0,27004.7
