alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
41229.5,29652.5,76.0,1946037.1,2560.0,27598.8
41229.8,29673.4,77.0,1946045.4,2560.0,28192.9
41230.3,29686.9,78.0,1946050.3,2560.0,28787.0
41230.3,29696.3,79.0,1946053.4,2560.0,29381.1
41230.3,29703.1,80.0,1946055.5,2560.0,29975.2
41230.4,29709.6,81.0,1946057.0,2560.0,30569.3
41230.4,29711.7,82.0,1946058.1,2560.0,31163.4
41230.4,29714.0,83.0,1946058.7,2560.0,31757.5
41230.4,29716.2,84.0,1946059.2,2560.0,32351.6
41230.4,29717.7,85.0,1946059.7,2560.0,32945.7
41725.555555555555,29718.222222222223,86.0,1949987.7777777778,2560.0,33387.22222222222
41725.555555555555,29718.777777777777,87.0,1949988.111111111,2560.0,33979.11111111111
43228.28571428572,29752.428571428572,88.0,1968461.2857142857,2560.0,34908.28571428572
43228.28571428572,29753.14285714286,89.0,1968461.857142857,2560.0,35505.42857142857
44349.5,29693.333333333332,90.0,1974247.1666666667,2560.0,35688.333333333336
44349.5,29693.5,91.0,1974247.3333333333,2560.0,36277.166666666664
44349.5,29694.0,92.0,1974247.3333333333,2560.0,36866.0
47539.0,29712.25,93.0,1998463.25,2560.0,37351.0
50737.666666666664,29674.0,94.0,1994531.0,2560.0,37322.0
56640.5,29667.0,95.0,1997719.0,2560.0,37971.5
56640.5,29668.0,96.0,1997719.0,2560.0,38551.0
56640.5,29668.0,97.0,1997719.0,2560.0,39130.5
56640.5,29668.0,98.0,1997719.5,2560.0,39710.0
56640.5,29668.0,99.0,1997719.5,2560.0,40289.5
56640.5,29669.0,100.0,1997720.0,2560.0,40869.0
