alternative_routes_used,crossings,simulation_step,simulation_time,vehicles
0.0,0.0,1.0,8.2,0.0
0.0,0.0,2.0,13.0,0.0
0.0,0.0,3.0,21.9,0.0
0.0,1.0,4.0,40.4,1.0
0.0,1.0,5.0,75.9,1.0
0.0,3.0,6.0,138.7,3.0
0.0,7.0,7.0,246.7,7.0
0.0,9.0,8.0,376.6,9.0
0.0,12.0,9.0,563.2,12.0
0.0,13.0,10.0,790.2,12.0
0.0,19.0,11.0,990.7,18.0
0.0,23.0,12.0,1103.5,22.0
0.0,25.5,13.0,1167.6,23.5
0.0,28.5,14.0,1216.1,26.5
0.0,31.0,15.0,1248.7,26.5
0.0,32.0,16.0,1270.7,27.5
0.0,35.5,17.0,1293.0,30.5
0.0,36.0,18.0,1304.1,31.0
0.0,37.0,19.0,1314.1,32.0
0.0,40.0,20.0,1324.1,34.0
0.0,40.0,21.0,1328.6,34.0
0.0,40.5,22.0,1333.1,34.0
0.0,42.5,23.0,1339.1,35.0
0.0,42.5,24.0,1341.0,35.0
0.0,43.5,25.0,1343.4,35.5
0.0,46.0,26.0,1345.5,36.5
0.0,46.0,27.0,1346.3,36.5
0.0,46.5,28.0,1347.1,37.0
0.0,46.5,29.0,1348.0,37.0
0.0,47.0,30.0,1348.6,37.0
0.0,47.0,31.0,1349.1,37.0
0.0,47.0,32.0,1349.5,37.0
0.0,47.0,33.0,1349.9,37.0
0.0,47.0,34.0,1350.6,37.0
0.0,47.0,35.0,1350.8,37.0
0.0,47.0,36.0,1351.5,37.0
0.0,47.0,37.0,1352.0,37.0
0.0,47.0,38.0,1352.5,37.0
0.0,47.0,39.0,1353.0,37.0
0.0,47.0,40.0,1353.5,37.0
0.0,47.0,41.0,1354.0,37.0
0.0,48.5,42.0,1354.6,38.5
0.0,48.5,43.0,1354.9,38.5
0.0,49.0,44.0,1355.4,39.0
0.0,48.0,45.0,1524.2,38.0
0.0,48.0,46.0,1524.6,38.0
0.0,48.0,47.0,1525.2,38.0
0.0,48.0,48.0,1525.6,38.0
0.0,48.0,49.0,1526.0,38.0
0.0,49.0,50.0,1526.8,39.0
0.0,49.0,51.0,1526.8,39.0
0.0,49.0,52.0,1526.8,39.0
0.0,49.0,53.0,1527.2,39.0
0.0,49.0,54.0,1527.2,39.0
0.0,49.0,55.0,1527.2,39.0
0.0,49.0,56.0,1527.4,39.0
0.0,49.0,57.0,1527.4,39.0
0.0,49.0,58.0,1527.4,39.0
0.0,49.0,59.0,1527.4,39.0
0.0,49.0,60.0,1527.6,39.0
0.0,49.0,61.0,1527.8,39.0
0.0,49.0,62.0,1527.8,39.0
0.0,49.0,63.0,1527.8,39.0
0.0,49.0,64.0,1528.0,39.0
0.0,49.0,65.0,1528.0,39.0
0.0,49.0,66.0,1528.2,39.0
0.0,49.0,67.0,1528.2,39.0
0.0,49.0,68.0,1528.2,39.0
0.0,49.0,69.0,1528.2,39.0
0.0,49.0,70.0,1528.2,39.0
0.0,49.0,71.0,1528.2,39.0
0.0,49.0,72.0,1528.4,39.0
0.0,49.0,73.0,1528.8,39.0
0.0,49.0,74.0,1529.0,39.0
0.0,49.0,75.0,1529.0,39.0
0.0,49.0,76.0,1529.0,39.0
0.0,49.0,77.0,1529.2,39.0
0.0,49.0,78.0,1529.2,39.0
0.0,49.0,79.0,1529.2,39.0
0.0,49.0,80.0,1529.4,39.0
0.0,49.0,81.0,1529.4,39.0
0.0,49.0,82.0,1529.4,39.0
0.0,49.0,83.0,1529.4,39.0
0.0,49.0,84.0,1529.4,39.0
0.0,49.0,85.0,1529.6,39.0
0.0,49.0,86.0,1529.8,39.0
0.0,49.0,87.0,1530.0,39.0
0.0,49.0,88.0,1530.0,39.0
0.0,49.0,89.0,1530.0,39.0
0.0,49.0,90.0,1530.0,39.0
0.0,49.0,91.0,1530.0,39.0
0.0,49.0,92.0,1530.0,39.0
0.0,49.0,93.0,1530.0,39.0
0.0,49.0,94.0,1530.4,39.0
0.0,49.0,95.0,1530.6,39.0
0.0,49.0,96.0,1530.6,39.0
0.0,49.0,97.0,1530.6,39.0
0.0,49.0,98.0,1530.8,39.0
0.0,49.0,99.0,1530.8,39.0
0.0,49.0,100.0,1530.8,39.0
