"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","1","0","0","0"
"2","3","0","0","0"
"3","9","0","0","0"
"4","24","1","1","0"
"5","49","1","1","0"
"6","98","3","3","0"
"7","179","7","7","0"
"8","282","9","9","0"
"9","448","12","12","0"
"10","672","12","13","0"
"11","878","18","19","0"
"12","987","22","23","0"
"13","1056","23","25","0"
"14","1107","26","28","0"
"15","1145","26","30","0"
"16","1166","27","31","0"
"17","1196","30","35","0"
"18","1205","31","36","0"
"19","1215","32","37","0"
"20","1223","34","39","0"
"21","1228","34","39","0"
"22","1234","34","40","0"
"23","1239","35","42","0"
"24","1241","35","42","0"
"25","1244","35","43","0"
"26","1246","36","45","0"
"27","1247","36","45","0"
"28","1248","37","46","0"
"29","1249","37","46","0"
"30","1249","37","47","0"
"31","1250","37","47","0"
"32","1250","37","47","0"
"33","1250","37","47","0"
"34","1251","37","47","0"
"35","1251","37","47","0"
"36","1252","37","47","0"
"37","1253","37","47","0"
"38","1253","37","47","0"
"39","1253","37","47","0"
"40","1254","37","47","0"
"41","1254","37","47","0"
"42","1255","38","48","0"
"43","1256","38","48","0"
"44","1256","38","48","0"
"45","1257","38","48","0"
"46","1257","38","48","0"
"47","1258","38","48","0"
"48","1258","38","48","0"
"49","1259","38","48","0"
"50","1260","39","49","0"
"51","1260","39","49","0"
"52","1260","39","49","0"
"53","1260","39","49","0"
"54","1260","39","49","0"
"55","1260","39","49","0"
"56","1260","39","49","0"
"57","1260","39","49","0"
"58","1260","39","49","0"
"59","1260","39","49","0"
"60","1260","39","49","0"
"61","1261","39","49","0"
"62","1261","39","49","0"
"63","1261","39","49","0"
"64","1261","39","49","0"
"65","1261","39","49","0"
"66","1261","39","49","0"
"67","1261","39","49","0"
"68","1261","39","49","0"
"69","1261","39","49","0"
"70","1261","39","49","0"
"71","1261","39","49","0"
"72","1261","39","49","0"
"73","1262","39","49","0"
"74","1262","39","49","0"
"75","1262","39","49","0"
"76","1262","39","49","0"
"77","1262","39","49","0"
"78","1262","39","49","0"
"79","1262","39","49","0"
"80","1262","39","49","0"
"81","1262","39","49","0"
"82","1262","39","49","0"
"83","1262","39","49","0"
"84","1262","39","49","0"
"85","1263","39","49","0"
"86","1263","39","49","0"
"87","1263","39","49","0"
"88","1263","39","49","0"
"89","1263","39","49","0"
"90","1263","39","49","0"
"91","1263","39","49","0"
"92","1263","39","49","0"
"93","1263","39","49","0"
"94","1264","39","49","0"
"95","1264","39","49","0"
"96","1264","39","49","0"
"97","1264","39","49","0"
"98","1264","39","49","0"
"99","1264","39","49","0"
"100","1264","39","49","0"
