alternative_routes_used,crossings,simulation_step,simulation_time,vehicles
0.0,0.0,1.0,31.4,0.0
0.0,0.0,2.0,77.6,0.0
0.0,0.0,3.0,156.5,0.0
0.0,22.0,4.0,344.2,22.0
0.0,49.0,5.0,744.1,49.0
0.0,90.0,6.0,1572.3,90.0
0.0,118.0,7.0,3107.3,118.0
0.0,166.7,8.0,5806.6,155.7
0.0,205.2,9.0,10070.8,186.7
0.0,265.7,10.0,16923.9,228.0
0.0,333.8,11.0,23654.9,281.0
0.0,401.8,12.0,30821.8,323.3
0.0,479.3,13.0,38152.4,377.1
0.0,533.8,14.0,44398.2,403.8
0.0,590.2,15.0,50714.9,425.4
0.0,642.9,16.0,56153.0,446.0
0.0,688.1,17.0,60722.1,456.9
0.0,731.8,18.0,63883.9,470.5
0.0,774.2,19.0,66401.7,484.0
0.0,817.0,20.0,68755.3,494.6
0.0,860.0,21.0,70678.7,506.0
0.0,893.3,22.0,72087.5,517.1
0.0,931.4,23.0,73160.1,526.6
0.0,958.7,24.0,74030.0,535.5
0.0,995.0,25.0,74771.1,542.2
0.0,1029.4,26.0,75349.2,550.3
0.0,1049.0,27.0,75760.5,553.6
0.0,1073.2,28.0,76143.2,559.5
0.0,1098.9,29.0,76464.2,563.7
0.0,1121.1,30.0,76696.7,566.4
0.0,1140.4,31.0,76905.4,568.6
0.0,1153.6,32.0,77083.7,571.0
0.0,1167.3,33.0,77251.0,572.7
0.0,1181.4,34.0,77404.8,573.3
0.0,1196.8,35.0,77552.0,575.3
0.0,1209.6,36.0,77668.1,578.7
0.0,1221.3,37.0,77767.2,580.6
0.0,1228.8,38.0,77846.1,580.7
0.0,1238.7,39.0,77922.2,581.5
0.0,1247.0,40.0,77993.8,581.5
0.0,1252.6,41.0,78054.3,581.8
0.0,1258.3,42.0,78109.4,582.0
0.0,1266.2,43.0,78154.4,583.3
0.0,1271.0,44.0,78194.5,583.5
0.0,1275.6,45.0,78231.1,585.2
0.0,1278.3,46.0,78263.8,585.8
0.0,1281.5,47.0,78293.7,585.9
0.0,1284.1,48.0,78321.7,585.9
0.0,1287.1,49.0,78345.1,586.5
0.0,1288.4,50.0,78367.2,586.6
0.0,1293.1,51.0,78388.1,587.1
0.0,1295.3,52.0,78406.1,587.9
0.0,1298.1,53.0,78424.3,588.4
0.0,1299.5,54.0,78442.4,588.6
0.0,1302.1,55.0,78458.6,589.0
0.0,1303.1,56.0,78474.9,589.4
0.0,1306.8,57.0,78491.1,591.6
0.0,1307.9,58.0,78506.8,591.6
0.0,1308.6,59.0,78521.6,592.1
0.0,1310.6,60.0,78537.2,592.6
0.0,1313.3,61.0,78552.4,593.6
0.0,1314.6,62.0,78567.9,594.1
0.0,1316.0,63.0,78583.6,595.1
0.0,1319.1,64.0,78599.2,595.9
0.0,1320.7,65.0,78614.2,596.3
0.0,1323.0,66.0,78628.3,597.9
0.0,1325.0,67.0,78643.5,598.7
0.0,1328.5,68.0,78658.5,600.3
0.0,1330.9,69.0,78672.6,601.0
0.0,1331.5,70.0,78685.0,601.2
0.0,1334.1,71.0,78698.1,602.5
0.0,1337.2,72.0,78708.9,603.6
0.0,1340.0,73.0,78717.7,603.9
0.0,1341.5,74.0,78725.0,604.7
0.0,1342.1,75.0,78732.5,604.7
0.0,1344.9,76.0,78739.9,605.5
0.0,1347.2,77.0,78747.0,606.2
0.0,1349.7,78.0,78754.5,607.3
0.0,1352.6,79.0,78760.3,608.7
0.0,1355.2,80.0,78766.2,609.1
0.0,1356.8,81.0,78771.2,609.5
0.0,1357.7,82.0,78776.5,610.1
0.0,1358.7,83.0,78781.9,610.2
0.0,1359.2,84.0,78786.7,610.3
0.0,1362.3,85.0,78791.9,612.9
0.0,1363.9,86.0,78797.0,613.2
0.0,1364.4,87.0,78801.9,613.4
0.0,1366.5,88.0,78807.3,614.7
0.0,1367.6,89.0,78812.5,615.6
0.0,1369.4,90.0,78817.4,615.9
0.0,1370.0,91.0,78822.0,616.4
0.0,1372.2,92.0,78826.8,616.9
0.0,1373.7,93.0,78831.1,616.9
0.0,1374.4,94.0,78835.6,617.4
0.0,1375.2,95.0,78840.0,618.0
0.0,1378.9,96.0,78844.8,619.1
0.0,1379.3,97.0,78849.1,619.4
0.0,1379.9,98.0,78853.5,619.5
0.0,1380.5,99.0,78857.9,619.6
0.0,1381.5,100.0,78861.9,619.7
