"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","4","0","0","0"
"2","25","0","0","0"
"3","89","0","0","0"
"4","230","22","22","0"
"5","581","49","49","0"
"6","1316","90","90","0"
"7","2780","118","118","0"
"8","5273","157","168","0"
"9","9226","188","207","0"
"10","15934","230","269","0"
"11","22350","283","338","0"
"12","29459","323","404","0"
"13","36613","373","477","0"
"14","43071","401","534","0"
"15","49221","421","590","0"
"16","54018","443","644","0"
"17","57978","454","689","0"
"18","61150","468","731","0"
"19","63828","484","777","0"
"20","66380","496","825","0"
"21","68404","506","862","0"
"22","70023","516","895","0"
"23","71181","524","932","0"
"24","72135","533","960","0"
"25","72896","538","1001","0"
"26","73448","549","1039","0"
"27","73792","552","1054","0"
"28","74137","559","1078","0"
"29","74443","563","1103","0"
"30","74710","565","1121","0"
"31","74960","567","1141","0"
"32","75155","569","1154","0"
"33","75316","572","1172","0"
"34","75462","572","1186","0"
"35","75609","575","1201","0"
"36","75737","579","1215","0"
"37","75840","580","1225","0"
"38","75907","580","1232","0"
"39","75971","581","1242","0"
"40","76031","581","1252","0"
"41","76080","581","1257","0"
"42","76132","581","1263","0"
"43","76174","582","1268","0"
"44","76215","583","1273","0"
"45","76251","585","1277","0"
"46","76288","585","1280","0"
"47","76323","585","1282","0"
"48","76354","585","1285","0"
"49","76379","586","1288","0"
"50","76405","587","1290","0"
"51","76431","587","1294","0"
"52","76452","588","1298","0"
"53","76472","588","1300","0"
"54","76491","588","1301","0"
"55","76510","588","1303","0"
"56","76529","589","1304","0"
"57","76548","591","1308","0"
"58","76567","591","1309","0"
"59","76586","591","1310","0"
"60","76607","591","1311","0"
"61","76626","592","1314","0"
"62","76643","593","1315","0"
"63","76661","594","1316","0"
"64","76677","594","1318","0"
"65","76696","594","1319","0"
"66","76711","596","1321","0"
"67","76728","596","1321","0"
"68","76744","597","1324","0"
"69","76762","598","1327","0"
"70","76778","598","1327","0"
"71","76797","600","1330","0"
"72","76811","600","1333","0"
"73","76821","601","1336","0"
"74","76829","601","1336","0"
"75","76836","601","1337","0"
"76","76844","602","1339","0"
"77","76851","603","1341","0"
"78","76859","604","1344","0"
"79","76865","605","1346","0"
"80","76870","605","1349","0"
"81","76874","605","1351","0"
"82","76879","606","1352","0"
"83","76887","606","1353","0"
"84","76892","606","1353","0"
"85","76898","610","1357","0"
"86","76903","610","1359","0"
"87","76908","610","1359","0"
"88","76913","611","1360","0"
"89","76917","612","1361","0"
"90","76923","612","1362","0"
"91","76927","613","1363","0"
"92","76933","614","1366","0"
"93","76938","614","1368","0"
"94","76943","614","1368","0"
"95","76949","615","1369","0"
"96","76955","616","1373","0"
"97","76960","618","1375","0"
"98","76965","618","1376","0"
"99","76969","618","1377","0"
"100","76972","618","1378","0"
