"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","3","0","0","0"
"2","19","0","0","0"
"3","72","0","0","0"
"4","191","22","22","0"
"5","498","49","49","0"
"6","1253","90","90","0"
"7","3019","118","118","0"
"8","5775","155","166","0"
"9","10412","186","205","0"
"10","18741","227","266","0"
"11","26466","280","335","0"
"12","33804","324","404","0"
"13","41468","377","482","0"
"14","48083","404","536","0"
"15","54657","427","593","0"
"16","60097","444","641","0"
"17","64757","456","687","0"
"18","67736","470","730","0"
"19","70103","481","769","0"
"20","72514","492","810","0"
"21","74675","502","852","0"
"22","76300","517","888","0"
"23","77475","529","932","0"
"24","78385","538","958","0"
"25","79192","547","990","0"
"26","79791","553","1026","0"
"27","80230","556","1044","0"
"28","80683","559","1066","0"
"29","81049","560","1088","0"
"30","81303","561","1109","0"
"31","81547","563","1130","0"
"32","81744","566","1148","0"
"33","81891","570","1164","0"
"34","82041","571","1175","0"
"35","82169","574","1190","0"
"36","82274","577","1200","0"
"37","82369","578","1207","0"
"38","82449","578","1218","0"
"39","82526","579","1226","0"
"40","82600","579","1236","0"
"41","82655","579","1239","0"
"42","82706","580","1245","0"
"43","82770","583","1255","0"
"44","82810","583","1261","0"
"45","82846","584","1265","0"
"46","82876","585","1268","0"
"47","82905","586","1271","0"
"48","82936","586","1275","0"
"49","82961","586","1278","0"
"50","82982","586","1281","0"
"51","83004","587","1285","0"
"52","83026","588","1286","0"
"53","83055","589","1291","0"
"54","83079","589","1295","0"
"55","83097","590","1299","0"
"56","83115","591","1300","0"
"57","83134","594","1304","0"
"58","83150","594","1305","0"
"59","83166","595","1306","0"
"60","83184","595","1308","0"
"61","83199","596","1312","0"
"62","83219","596","1314","0"
"63","83237","596","1314","0"
"64","83255","597","1318","0"
"65","83272","597","1320","0"
"66","83285","598","1322","0"
"67","83297","599","1324","0"
"68","83309","601","1328","0"
"69","83321","601","1330","0"
"70","83332","602","1331","0"
"71","83345","602","1332","0"
"72","83356","604","1335","0"
"73","83367","605","1339","0"
"74","83378","606","1340","0"
"75","83391","606","1341","0"
"76","83404","607","1343","0"
"77","83417","607","1345","0"
"78","83430","608","1348","0"
"79","83439","609","1350","0"
"80","83449","609","1354","0"
"81","83456","609","1354","0"
"82","83464","609","1354","0"
"83","83472","609","1354","0"
"84","83479","609","1354","0"
"85","83487","611","1356","0"
"86","83495","611","1357","0"
"87","83503","612","1358","0"
"88","83513","613","1359","0"
"89","83523","614","1360","0"
"90","83531","614","1361","0"
"91","83540","615","1362","0"
"92","83549","615","1363","0"
"93","83558","615","1364","0"
"94","83567","615","1365","0"
"95","83577","616","1366","0"
"96","83587","617","1369","0"
"97","83595","617","1369","0"
"98","83605","617","1371","0"
"99","83617","617","1372","0"
"100","83625","617","1373","0"
