"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","3","0","0","0"
"2","18","0","0","0"
"3","81","0","0","0"
"4","205","22","22","0"
"5","516","49","49","0"
"6","1235","90","90","0"
"7","2751","118","118","0"
"8","5264","156","167","0"
"9","9551","187","206","0"
"10","16469","228","267","0"
"11","23152","281","336","0"
"12","30165","324","403","0"
"13","37444","375","479","0"
"14","44325","403","534","0"
"15","51324","425","590","0"
"16","57260","446","644","0"
"17","62086","458","689","0"
"18","65507","473","736","0"
"19","68051","486","776","0"
"20","70501","497","820","0"
"21","72407","508","864","0"
"22","73991","518","897","0"
"23","75517","529","936","0"
"24","76201","538","962","0"
"25","76819","546","998","0"
"26","77254","552","1030","0"
"27","77566","557","1053","0"
"28","77861","559","1072","0"
"29","78173","564","1098","0"
"30","78377","565","1120","0"
"31","78552","568","1142","0"
"32","78699","570","1156","0"
"33","78828","573","1169","0"
"34","78966","574","1183","0"
"35","79100","575","1199","0"
"36","79204","578","1209","0"
"37","79300","581","1222","0"
"38","79366","582","1230","0"
"39","79428","583","1241","0"
"40","79472","583","1248","0"
"41","79510","583","1255","0"
"42","79549","583","1261","0"
"43","79580","585","1271","0"
"44","79612","585","1278","0"
"45","79641","587","1284","0"
"46","79666","587","1284","0"
"47","79693","587","1288","0"
"48","79717","587","1290","0"
"49","79742","587","1293","0"
"50","79760","587","1294","0"
"51","79777","587","1299","0"
"52","79790","587","1299","0"
"53","79803","588","1301","0"
"54","79817","588","1303","0"
"55","79831","588","1305","0"
"56","79843","589","1307","0"
"57","79856","592","1310","0"
"58","79868","592","1310","0"
"59","79881","593","1311","0"
"60","79895","593","1313","0"
"61","79908","594","1316","0"
"62","79921","594","1317","0"
"63","79931","595","1318","0"
"64","79941","596","1322","0"
"65","79951","596","1322","0"
"66","79961","598","1326","0"
"67","79970","600","1329","0"
"68","79977","601","1332","0"
"69","79984","602","1334","0"
"70","79990","603","1335","0"
"71","79996","605","1338","0"
"72","80001","607","1341","0"
"73","80006","607","1344","0"
"74","80010","607","1344","0"
"75","80015","607","1345","0"
"76","80020","608","1349","0"
"77","80024","608","1350","0"
"78","80028","609","1353","0"
"79","80033","610","1357","0"
"80","80036","610","1358","0"
"81","80039","611","1359","0"
"82","80042","611","1360","0"
"83","80045","612","1362","0"
"84","80048","612","1362","0"
"85","80051","614","1364","0"
"86","80054","614","1365","0"
"87","80057","614","1366","0"
"88","80060","615","1368","0"
"89","80063","616","1369","0"
"90","80066","617","1372","0"
"91","80069","618","1374","0"
"92","80072","618","1375","0"
"93","80075","618","1376","0"
"94","80077","619","1377","0"
"95","80080","619","1378","0"
"96","80083","620","1382","0"
"97","80086","620","1382","0"
"98","80088","621","1383","0"
"99","80091","621","1384","0"
"100","80094","621","1385","0"
