alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,70.6,0.0,0.0
52.0,0.0,2.0,223.7,0.0,0.0
151.0,0.0,3.0,578.6,0.0,0.0
262.0,124.0,4.0,1440.8,124.0,0.0
439.0,322.0,5.0,3248.1,322.0,0.1
723.7,563.0,6.0,6821.9,563.0,1.2
1086.0,853.0,7.0,12736.7,853.0,4.7
1527.3,1222.7,8.0,22635.8,1106.0,10.5
2071.0,1656.7,9.0,40242.2,1354.0,20.9
3047.3,2142.6,10.0,65422.3,1608.6,41.4
3458.2,2657.5,11.0,91166.5,1853.5,63.8
5077.5,3246.2,12.0,120589.5,2097.0,92.9
5580.6,3940.8,13.0,150262.3,2387.0,125.0
6481.3,4512.9,14.0,181709.8,2504.3,167.8
7014.5,5063.1,15.0,213776.8,2551.5,212.8
7593.9,5624.7,16.0,248392.5,2559.5,264.1
8202.5,6281.4,17.0,287577.0,2560.0,321.0
8900.4,6822.6,18.0,324916.1,2560.0,381.2
9384.1,7345.5,19.0,360147.9,2560.0,445.9
9834.3,7873.2,20.0,394528.2,2560.0,513.8
10725.5,8498.4,21.0,428277.9,2560.0,587.0
13475.0,9012.9,22.0,464366.1,2560.0,666.2
14190.7,9516.3,23.0,498739.9,2560.0,753.0
14960.8,10024.6,24.0,534409.7,2560.0,842.6
15598.6,10620.1,25.0,570705.2,2560.0,937.3
17690.0,11107.4,26.0,606282.1,2560.0,1038.1
18285.3,11584.5,27.0,640404.7,2560.0,1142.8
18980.6,12069.7,28.0,676242.3,2560.0,1252.0
19919.5,12641.8,29.0,709910.2,2560.0,1365.9
20439.2,13105.6,30.0,742006.0,2560.0,1484.0
20847.0,13563.1,31.0,770951.0,2560.0,1605.5
21430.0,14026.6,32.0,799791.0,2560.0,1730.5
22100.3,14569.8,33.0,828794.8,2560.0,1858.8
22881.7,15013.4,34.0,855721.6,2560.0,1991.5
23312.1,15458.2,35.0,881627.1,2560.0,2127.3
23808.3,15901.5,36.0,908210.4,2560.0,2267.5
24443.0,16424.0,37.0,935218.0,2560.0,2409.7
25200.1,16857.2,38.0,961597.4,2560.0,2555.2
25711.5,17284.0,39.0,987171.8,2560.0,2703.9
26141.8,17712.5,40.0,1014072.4,2560.0,2856.4
26536.4,18211.5,41.0,1039373.5,2560.0,3010.9
27119.0,18628.8,42.0,1063249.9,2560.0,3170.2
27596.5,19040.7,43.0,1085008.9,2560.0,3333.2
28088.4,19453.4,44.0,1106815.6,2560.0,3498.8
28569.7,19935.8,45.0,1129116.7,2560.0,3667.3
29218.3,20339.5,46.0,1150561.2,2560.0,3839.8
29628.1,20740.1,47.0,1171222.6,2560.0,4015.0
31669.2,21141.2,48.0,1193583.6,2560.0,4193.0
32246.2,21608.0,49.0,1214862.1,2560.0,4373.0
32741.4,21996.8,50.0,1235264.1,2560.0,4556.2
33189.6,22386.0,51.0,1254469.1,2560.0,4742.8
33599.5,22771.9,52.0,1274248.9,2560.0,4932.5
33930.6,23224.4,53.0,1293108.9,2560.0,5124.4
34531.2,23599.3,54.0,1312684.6,2560.0,5319.6
34983.4,23976.4,55.0,1333458.1,2560.0,5517.4
35349.5,24349.1,56.0,1354849.4,2560.0,5718.1
35710.8,24787.3,57.0,1375352.0,2560.0,5921.5
36278.8,25149.5,58.0,1396569.7,2560.0,6127.6
36577.0,25515.5,59.0,1414822.1,2560.0,6336.4
36887.0,25878.7,60.0,1433430.6,2560.0,6548.3
37318.2,26305.4,61.0,1451457.6,2560.0,6763.0
37888.6,26657.3,62.0,1469588.4,2560.0,6981.4
38196.1,27012.3,63.0,1486077.8,2560.0,7201.0
38661.9,27365.7,64.0,1502869.3,2560.0,7423.0
38871.6,27780.1,65.0,1516496.8,2560.0,7646.5
39186.5,28121.5,66.0,1527818.3,2560.0,7871.2
39311.9,28465.7,67.0,1534710.5,2560.0,8096.2
39381.9,28745.7,68.0,1538524.7,2560.0,8321.6
39439.8,29051.4,69.0,1540754.9,2560.0,8547.2
39496.4,29256.0,70.0,1541870.1,2560.0,8773.1
39520.4,29430.9,71.0,1542434.9,2560.0,8999.0
39528.6,29569.4,72.0,1542686.2,2560.0,9224.9
39530.4,29732.0,73.0,1542785.2,2560.0,9450.8
39530.7,29798.6,74.0,1542806.1,2560.0,9676.7
39530.8,29834.1,75.0,1542813.7,2560.0,9902.6
39530.8,29843.1,76.0,1542815.7,2560.0,10128.5
39530.8,29847.1,77.0,1542816.5,2560.0,10354.4
39530.8,29849.4,78.0,1542816.9,2560.0,10580.3
42035.28571428572,29914.285714285714,79.0,1543965.0,2560.0,10948.42857142857
35523.0,29959.5,80.0,1554400.5,2560.0,11103.0
